Well,GFP,Strain,Plant,Leaf,vir
H4,965373.0,TiBo,3,Bottom,virD4
H5,987547.0,TiBo,4,Top,virD4
H6,1096338.0,TiBo,4,Top,virD4
H7,1117079.0,TiBo,4,Top,virD4
H8,707071.0,TiBo,4,Top,virD4
H9,878577.0,TiBo,4,Bottom,virD4
H10,1144584.0,TiBo,4,Bottom,virD4
H11,919888.0,TiBo,4,Bottom,virD4
H12,1025897.0,TiBo,4,Bottom,virD4
A1,988569.0,TiBo,5,Top,virD4
A2,991726.0,TiBo,5,Top,virD4
A3,756322.0,TiBo,5,Top,virD4
A4,814168.0,TiBo,5,Top,virD4
A5,698076.0,TiBo,5,Bottom,virD4
A6,1187960.0,TiBo,5,Bottom,virD4
A7,1107868.0,TiBo,5,Bottom,virD4
A8,888910.0,TiBo,5,Bottom,virD4
A9,844536.0,TiBo,6,Top,virD4
A10,1064924.0,TiBo,6,Top,virD4
A11,953871.0,TiBo,6,Top,virD4
A12,997008.0,TiBo,6,Top,virD4
B1,1114649.0,TiBo,6,Bottom,virD4
B2,1072655.0,TiBo,6,Bottom,virD4
B3,1041951.0,TiBo,6,Bottom,virD4
B4,956196.0,TiBo,6,Bottom,virD4
B5,987261.0,TiBo,7,Top,virD4
B6,1002775.0,TiBo,7,Top,virD4
B7,1062464.0,TiBo,7,Top,virD4
B8,979347.0,TiBo,7,Top,virD4
B9,695950.0,TiBo,7,Bottom,virD4
B10,787260.0,TiBo,7,Bottom,virD4
B11,1004306.0,TiBo,7,Bottom,virD4
B12,910323.0,TiBo,7,Bottom,virD4
C1,957284.0,TiBo,8,Top,virD4
C2,976343.0,TiBo,8,Top,virD4
C3,1065358.0,TiBo,8,Top,virD4
C4,1036013.0,TiBo,8,Top,virD4
C5,975118.0,TiBo,8,Bottom,virD4
C6,1089130.0,TiBo,8,Bottom,virD4
C7,963074.0,TiBo,8,Bottom,virD4
C8,746300.0,TiBo,8,Bottom,virD4
C9,1182.0,Leaf,1,Top,virD4
C10,924.0,Leaf,1,Top,virD4
C11,1017.0,Leaf,1,Top,virD4
C12,1013.0,Leaf,1,Top,virD4
D1,918.0,Leaf,1,Bottom,virD4
D2,929.0,Leaf,1,Bottom,virD4
D3,1011.0,Leaf,1,Bottom,virD4
D4,963.0,Leaf,1,Bottom,virD4
D5,966.0,Leaf,2,Top,virD4
D6,1228.0,Leaf,2,Top,virD4
D7,1152.0,Leaf,2,Top,virD4
D8,1023.0,Leaf,2,Top,virD4
D9,869.0,Leaf,3,Top,virD4
D10,977.0,Leaf,3,Top,virD4
D11,838.0,Leaf,3,Top,virD4
D12,956.0,Leaf,3,Top,virD4
E1,908.0,Leaf,3,Bottom,virD4
E2,1210.0,Leaf,3,Bottom,virD4
E3,1033.0,Leaf,3,Bottom,virD4
E4,892.0,Leaf,3,Bottom,virD4
E5,992.0,Leaf,4,Top,virD4
E6,1115.0,Leaf,4,Top,virD4
E7,1079.0,Leaf,4,Top,virD4
E8,967.0,Leaf,4,Top,virD4
A1,298538.0,WT,1,Top,virD5
A2,298225.0,WT,1,Top,virD5
A3,467425.0,WT,1,Top,virD5
A4,288799.0,WT,1,Top,virD5
A5,495752.0,WT,1,Bottom,virD5
A6,581741.0,WT,1,Bottom,virD5
A7,488275.0,WT,1,Bottom,virD5
A8,378296.0,WT,1,Bottom,virD5
A9,224692.0,WT,2,Top,virD5
A10,202951.0,WT,2,Top,virD5
A11,307000.0,WT,2,Top,virD5
A12,161486.0,WT,2,Top,virD5
B1,262473.0,WT,2,Bottom,virD5
B2,450576.0,WT,2,Bottom,virD5
B3,357429.0,WT,2,Bottom,virD5
B4,231764.0,WT,2,Bottom,virD5
B5,219237.0,WT,3,Top,virD5
B6,257089.0,WT,3,Top,virD5
B7,296927.0,WT,3,Top,virD5
B8,227603.0,WT,3,Top,virD5
B9,208506.0,WT,3,Bottom,virD5
B10,437585.0,WT,3,Bottom,virD5
B11,299858.0,WT,3,Bottom,virD5
B12,395320.0,WT,3,Bottom,virD5
C1,276442.0,WT,4,Top,virD5
C2,278463.0,WT,4,Top,virD5
C3,266960.0,WT,4,Top,virD5
C4,268193.0,WT,4,Top,virD5
C5,327206.0,WT,4,Bottom,virD5
C6,318454.0,WT,4,Bottom,virD5
C7,330493.0,WT,4,Bottom,virD5
C8,333521.0,WT,4,Bottom,virD5
C9,352590.0,WT,5,Top,virD5
C10,284671.0,WT,5,Top,virD5
C11,260603.0,WT,5,Top,virD5
C12,285699.0,WT,5,Top,virD5
D1,250720.0,WT,5,Bottom,virD5
D2,290837.0,WT,5,Bottom,virD5
D3,288189.0,WT,5,Bottom,virD5
D4,295701.0,WT,5,Bottom,virD5
D5,204897.0,WT,6,Top,virD5
D6,368588.0,WT,6,Top,virD5
D7,334764.0,WT,6,Top,virD5
D8,303990.0,WT,6,Top,virD5
D9,169679.0,WT,6,Bottom,virD5
D10,180762.0,WT,6,Bottom,virD5
D11,211865.0,WT,6,Bottom,virD5
D12,264691.0,WT,6,Bottom,virD5
E1,179096.0,WT,7,Top,virD5
E2,249842.0,WT,7,Top,virD5
E3,279071.0,WT,7,Top,virD5
E4,197865.0,WT,7,Top,virD5
E5,284205.0,WT,7,Bottom,virD5
E6,289024.0,WT,7,Bottom,virD5
E7,295989.0,WT,7,Bottom,virD5
E8,264226.0,WT,7,Bottom,virD5
E9,236264.0,WT,8,Top,virD5
E10,358449.0,WT,8,Top,virD5
E11,299304.0,WT,8,Top,virD5
E12,91356.0,WT,8,Top,virD5
F1,310307.0,WT,8,Bottom,virD5
F2,337662.0,WT,8,Bottom,virD5
F3,254118.0,WT,8,Bottom,virD5
F4,353326.0,WT,8,Bottom,virD5
F5,329928.0,A4,1,Top,virD5
F6,473390.0,A4,1,Top,virD5
F7,604915.0,A4,1,Top,virD5
F8,349869.0,A4,1,Top,virD5
F9,448074.0,A4,1,Bottom,virD5
F10,396128.0,A4,1,Bottom,virD5
F11,352488.0,A4,1,Bottom,virD5
F12,454534.0,A4,1,Bottom,virD5
G1,544961.0,A4,2,Top,virD5
G2,557315.0,A4,2,Top,virD5
G3,599991.0,A4,2,Top,virD5
G4,514522.0,A4,2,Top,virD5
G5,384992.0,A4,2,Bottom,virD5
G6,435167.0,A4,2,Bottom,virD5
G7,316419.0,A4,2,Bottom,virD5
G8,261952.0,A4,2,Bottom,virD5
G9,301937.0,A4,3,Top,virD5
G10,446285.0,A4,3,Top,virD5
G11,288461.0,A4,3,Top,virD5
G12,403351.0,A4,3,Top,virD5
H1,283801.0,A4,3,Bottom,virD5
H2,248994.0,A4,3,Bottom,virD5
H3,350299.0,A4,3,Bottom,virD5
H4,267665.0,A4,3,Bottom,virD5
H5,204092.0,A4,4,Top,virD5
H6,395429.0,A4,4,Top,virD5
H7,320842.0,A4,4,Top,virD5
H8,281115.0,A4,4,Top,virD5
H9,231943.0,A4,4,Bottom,virD5
H10,227003.0,A4,4,Bottom,virD5
H11,248710.0,A4,4,Bottom,virD5
H12,288311.0,A4,4,Bottom,virD5
A1,283488.0,A4,5,Top,virD5
A2,316645.0,A4,5,Top,virD5
A3,271133.0,A4,5,Top,virD5
A4,207308.0,A4,5,Top,virD5
A5,363773.0,A4,5,Bottom,virD5
A6,396630.0,A4,5,Bottom,virD5
A7,383925.0,A4,5,Bottom,virD5
A8,267571.0,A4,5,Bottom,virD5
A9,275536.0,A4,6,Top,virD5
A10,286693.0,A4,6,Top,virD5
A11,291544.0,A4,6,Top,virD5
A12,266939.0,A4,6,Top,virD5
B1,423146.0,A4,6,Bottom,virD5
B2,321041.0,A4,6,Bottom,virD5
B3,361291.0,A4,6,Bottom,virD5
B4,359012.0,A4,6,Bottom,virD5
B5,308936.0,A4,7,Top,virD5
B6,561040.0,A4,7,Top,virD5
B7,555966.0,A4,7,Top,virD5
B8,514397.0,A4,7,Top,virD5
B9,314192.0,A4,7,Bottom,virD5
B10,380571.0,A4,7,Bottom,virD5
B11,347419.0,A4,7,Bottom,virD5
B12,299229.0,A4,7,Bottom,virD5
C1,500848.0,A4,8,Top,virD5
C2,430932.0,A4,8,Top,virD5
C3,407747.0,A4,8,Top,virD5
C4,469055.0,A4,8,Top,virD5
C5,391247.0,A4,8,Bottom,virD5
C6,474750.0,A4,8,Bottom,virD5
C7,415734.0,A4,8,Bottom,virD5
C8,394656.0,A4,8,Bottom,virD5
C9,270859.0,T60,1,Top,virD5
C10,232481.0,T60,1,Top,virD5
C11,228338.0,T60,1,Top,virD5
C12,278785.0,T60,1,Top,virD5
D1,349841.0,T60,1,Bottom,virD5
D2,371992.0,T60,1,Bottom,virD5
D3,363599.0,T60,1,Bottom,virD5
D4,355354.0,T60,1,Bottom,virD5
D5,306548.0,T60,2,Top,virD5
D6,207282.0,T60,2,Top,virD5
D7,238579.0,T60,2,Top,virD5
D8,149105.0,T60,2,Top,virD5
D9,251335.0,T60,2,Bottom,virD5
D10,241927.0,T60,2,Bottom,virD5
D11,213636.0,T60,2,Bottom,virD5
D12,220119.0,T60,2,Bottom,virD5
E1,235466.0,T60,3,Top,virD5
E2,233405.0,T60,3,Top,virD5
E3,157889.0,T60,3,Top,virD5
E4,299679.0,T60,3,Top,virD5
E5,165653.0,T60,3,Bottom,virD5
E6,234071.0,T60,3,Bottom,virD5
E7,234106.0,T60,3,Bottom,virD5
E8,189818.0,T60,3,Bottom,virD5
E9,233736.0,T60,4,Top,virD5
E10,279825.0,T60,4,Top,virD5
E11,393054.0,T60,4,Top,virD5
E12,275844.0,T60,4,Top,virD5
F1,251609.0,T60,4,Bottom,virD5
F2,274674.0,T60,4,Bottom,virD5
F3,261873.0,T60,4,Bottom,virD5
F4,262813.0,T60,4,Bottom,virD5
F5,280849.0,T60,5,Top,virD5
F6,454052.0,T60,5,Top,virD5
F7,326722.0,T60,5,Top,virD5
F8,260344.0,T60,5,Top,virD5
F9,359929.0,T60,5,Bottom,virD5
F10,277375.0,T60,5,Bottom,virD5
F11,308276.0,T60,5,Bottom,virD5
F12,352915.0,T60,5,Bottom,virD5
G1,262185.0,T60,6,Top,virD5
G2,311356.0,T60,6,Top,virD5
G3,309846.0,T60,6,Top,virD5
G4,282274.0,T60,6,Top,virD5
G5,371249.0,T60,6,Bottom,virD5
G6,205285.0,T60,6,Bottom,virD5
G7,333709.0,T60,6,Bottom,virD5
G8,206622.0,T60,6,Bottom,virD5
G9,300527.0,T60,7,Top,virD5
G10,325839.0,T60,7,Top,virD5
G11,288332.0,T60,7,Top,virD5
G12,278394.0,T60,7,Top,virD5
H1,289429.0,T60,7,Bottom,virD5
H2,238162.0,T60,7,Bottom,virD5
H3,266423.0,T60,7,Bottom,virD5
H4,215810.0,T60,7,Bottom,virD5
H5,247561.0,T60,8,Top,virD5
H6,367863.0,T60,8,Top,virD5
H7,254212.0,T60,8,Top,virD5
H8,204994.0,T60,8,Top,virD5
H9,298063.0,T60,8,Bottom,virD5
H10,346723.0,T60,8,Bottom,virD5
H11,301536.0,T60,8,Bottom,virD5
H12,338352.0,T60,8,Bottom,virD5
A1,256350.0,B21,1,Top,virD5
A2,420441.0,B21,1,Top,virD5
A3,258803.0,B21,1,Top,virD5
A4,314613.0,B21,1,Top,virD5
A5,249563.0,B21,1,Bottom,virD5
A6,188200.0,B21,1,Bottom,virD5
A7,277512.0,B21,1,Bottom,virD5
A8,235478.0,B21,1,Bottom,virD5
A9,273528.0,B21,2,Top,virD5
A10,352686.0,B21,2,Top,virD5
A11,300170.0,B21,2,Top,virD5
A12,533860.0,B21,2,Top,virD5
B1,377723.0,B21,2,Bottom,virD5
B2,270411.0,B21,2,Bottom,virD5
B3,191797.0,B21,2,Bottom,virD5
B4,231458.0,B21,2,Bottom,virD5
B5,273579.0,B21,3,Top,virD5
B6,373128.0,B21,3,Top,virD5
B7,341374.0,B21,3,Top,virD5
B8,496219.0,B21,3,Top,virD5
B9,298785.0,B21,3,Bottom,virD5
B10,232411.0,B21,3,Bottom,virD5
B11,278101.0,B21,3,Bottom,virD5
B12,190157.0,B21,3,Bottom,virD5
C1,198994.0,B21,4,Top,virD5
C2,151766.0,B21,4,Top,virD5
C3,145849.0,B21,4,Top,virD5
C4,226089.0,B21,4,Top,virD5
C5,377078.0,B21,4,Bottom,virD5
C6,234518.0,B21,4,Bottom,virD5
C7,275307.0,B21,4,Bottom,virD5
C8,204594.0,B21,4,Bottom,virD5
C9,169907.0,B21,5,Top,virD5
C10,202349.0,B21,5,Top,virD5
C11,133032.0,B21,5,Top,virD5
C12,156693.0,B21,5,Top,virD5
D1,336043.0,B21,5,Bottom,virD5
D2,152812.0,B21,5,Bottom,virD5
D3,213067.0,B21,5,Bottom,virD5
D4,206259.0,B21,5,Bottom,virD5
D5,218355.0,B21,6,Top,virD5
D6,165384.0,B21,6,Top,virD5
D7,276803.0,B21,6,Top,virD5
D8,216391.0,B21,6,Top,virD5
D9,298953.0,B21,6,Bottom,virD5
D10,300407.0,B21,6,Bottom,virD5
D11,275127.0,B21,6,Bottom,virD5
D12,392227.0,B21,6,Bottom,virD5
E1,360982.0,B21,7,Top,virD5
E2,261558.0,B21,7,Top,virD5
E3,331704.0,B21,7,Top,virD5
E4,378359.0,B21,7,Top,virD5
E5,376902.0,B21,7,Bottom,virD5
E6,277243.0,B21,7,Bottom,virD5
E7,250358.0,B21,7,Bottom,virD5
E8,228868.0,B21,7,Bottom,virD5
E9,283819.0,B21,8,Top,virD5
E10,404882.0,B21,8,Top,virD5
E11,492147.0,B21,8,Top,virD5
E12,294286.0,B21,8,Top,virD5
F1,319242.0,B21,8,Bottom,virD5
F2,371060.0,B21,8,Bottom,virD5
F3,232240.0,B21,8,Bottom,virD5
F4,300303.0,B21,8,Bottom,virD5
F5,302723.0,C58,1,Top,virD5
F6,310726.0,C58,1,Top,virD5
F7,320047.0,C58,1,Top,virD5
F8,391831.0,C58,1,Top,virD5
F9,156104.0,C58,1,Bottom,virD5
F10,204003.0,C58,1,Bottom,virD5
F11,177282.0,C58,1,Bottom,virD5
F12,272870.0,C58,1,Bottom,virD5
G1,220786.0,C58,2,Top,virD5
G2,243306.0,C58,2,Top,virD5
G3,141235.0,C58,2,Top,virD5
G4,211969.0,C58,2,Top,virD5
G5,197686.0,C58,2,Bottom,virD5
G6,178547.0,C58,2,Bottom,virD5
G7,212601.0,C58,2,Bottom,virD5
G8,246036.0,C58,2,Bottom,virD5
G9,276208.0,C58,3,Top,virD5
G10,229013.0,C58,3,Top,virD5
G11,267942.0,C58,3,Top,virD5
G12,310436.0,C58,3,Top,virD5
H1,324640.0,C58,3,Bottom,virD5
H2,251911.0,C58,3,Bottom,virD5
H3,199143.0,C58,3,Bottom,virD5
H4,239312.0,C58,3,Bottom,virD5
H5,309883.0,C58,4,Top,virD5
H6,431693.0,C58,4,Top,virD5
H7,334664.0,C58,4,Top,virD5
H8,320111.0,C58,4,Top,virD5
H9,243581.0,C58,4,Bottom,virD5
H10,213425.0,C58,4,Bottom,virD5
H11,125992.0,C58,4,Bottom,virD5
H12,299315.0,C58,4,Bottom,virD5
A1,248149.0,C58,5,Top,virD5
A2,323281.0,C58,5,Top,virD5
A3,245558.0,C58,5,Top,virD5
A4,284709.0,C58,5,Top,virD5
A5,290364.0,C58,5,Bottom,virD5
A6,240861.0,C58,5,Bottom,virD5
A7,273120.0,C58,5,Bottom,virD5
A8,272175.0,C58,5,Bottom,virD5
A9,496000.0,C58,6,Top,virD5
A10,568128.0,C58,6,Top,virD5
A11,744984.0,C58,6,Top,virD5
A12,358775.0,C58,6,Top,virD5
B1,250968.0,C58,6,Bottom,virD5
B2,262945.0,C58,6,Bottom,virD5
B3,278148.0,C58,6,Bottom,virD5
B4,285915.0,C58,6,Bottom,virD5
B5,357457.0,C58,7,Top,virD5
B6,351279.0,C58,7,Top,virD5
B7,456540.0,C58,7,Top,virD5
B8,288202.0,C58,7,Top,virD5
B9,199736.0,C58,7,Bottom,virD5
B10,284225.0,C58,7,Bottom,virD5
B11,240743.0,C58,7,Bottom,virD5
B12,160346.0,C58,7,Bottom,virD5
C1,383318.0,C58,8,Top,virD5
C2,356670.0,C58,8,Top,virD5
C3,346199.0,C58,8,Top,virD5
C4,216419.0,C58,8,Top,virD5
C5,241319.0,C58,8,Bottom,virD5
C6,247102.0,C58,8,Bottom,virD5
C7,205198.0,C58,8,Bottom,virD5
C8,255356.0,C58,8,Bottom,virD5
C9,61546.0,Q15,1,Top,virD5
C10,134167.0,Q15,1,Top,virD5
C11,95039.0,Q15,1,Top,virD5
C12,234192.0,Q15,1,Top,virD5
D1,180729.0,Q15,1,Bottom,virD5
D2,300335.0,Q15,1,Bottom,virD5
D3,165233.0,Q15,1,Bottom,virD5
D4,255166.0,Q15,1,Bottom,virD5
D5,128758.0,Q15,2,Top,virD5
D6,142926.0,Q15,2,Top,virD5
D7,241640.0,Q15,2,Top,virD5
D8,103928.0,Q15,2,Top,virD5
D9,199141.0,Q15,2,Bottom,virD5
D10,153306.0,Q15,2,Bottom,virD5
D11,248044.0,Q15,2,Bottom,virD5
D12,190492.0,Q15,2,Bottom,virD5
E1,342260.0,Q15,3,Top,virD5
E2,315819.0,Q15,3,Top,virD5
E3,264527.0,Q15,3,Top,virD5
E4,195230.0,Q15,3,Top,virD5
E5,162072.0,Q15,3,Bottom,virD5
E6,182042.0,Q15,3,Bottom,virD5
E7,236839.0,Q15,3,Bottom,virD5
E8,161899.0,Q15,3,Bottom,virD5
E9,333624.0,Q15,4,Top,virD5
E10,412565.0,Q15,4,Top,virD5
E11,177616.0,Q15,4,Top,virD5
E12,241519.0,Q15,4,Top,virD5
F1,196251.0,Q15,4,Bottom,virD5
F2,203737.0,Q15,4,Bottom,virD5
F3,154141.0,Q15,4,Bottom,virD5
F4,162295.0,Q15,4,Bottom,virD5
F5,175682.0,Q15,5,Top,virD5
F6,198424.0,Q15,5,Top,virD5
F7,121153.0,Q15,5,Top,virD5
F8,143700.0,Q15,5,Top,virD5
F9,310834.0,Q15,5,Bottom,virD5
F10,189156.0,Q15,5,Bottom,virD5
F11,182683.0,Q15,5,Bottom,virD5
F12,226159.0,Q15,5,Bottom,virD5
G1,169411.0,Q15,6,Top,virD5
G2,173693.0,Q15,6,Top,virD5
G3,204309.0,Q15,6,Top,virD5
G4,125121.0,Q15,6,Top,virD5
G5,234315.0,Q15,6,Bottom,virD5
G6,143744.0,Q15,6,Bottom,virD5
G7,136275.0,Q15,6,Bottom,virD5
G8,135136.0,Q15,6,Bottom,virD5
G9,133101.0,Q15,7,Top,virD5
G10,206858.0,Q15,7,Top,virD5
G11,107420.0,Q15,7,Top,virD5
G12,129000.0,Q15,7,Top,virD5
H1,292226.0,Q15,7,Bottom,virD5
H2,234209.0,Q15,7,Bottom,virD5
H3,309025.0,Q15,7,Bottom,virD5
H4,299513.0,Q15,7,Bottom,virD5
H5,127365.0,Q15,8,Top,virD5
H6,83276.0,Q15,8,Top,virD5
H7,130007.0,Q15,8,Top,virD5
H8,158212.0,Q15,8,Top,virD5
H9,274889.0,Q15,8,Bottom,virD5
H10,169453.0,Q15,8,Bottom,virD5
H11,161646.0,Q15,8,Bottom,virD5
H12,273449.0,Q15,8,Bottom,virD5
A1,585027.0,NCIB,1,Top,virD5
A2,379270.0,NCIB,1,Top,virD5
A3,375503.0,NCIB,1,Top,virD5
A4,409522.0,NCIB,1,Top,virD5
A5,418286.0,NCIB,1,Bottom,virD5
A6,334170.0,NCIB,1,Bottom,virD5
A7,720251.0,NCIB,1,Bottom,virD5
A8,438861.0,NCIB,1,Bottom,virD5
A9,512219.0,NCIB,2,Top,virD5
A10,528896.0,NCIB,2,Top,virD5
A11,543545.0,NCIB,2,Top,virD5
A12,428084.0,NCIB,2,Top,virD5
B1,296768.0,NCIB,2,Bottom,virD5
B2,384439.0,NCIB,2,Bottom,virD5
B3,330067.0,NCIB,2,Bottom,virD5
B4,328821.0,NCIB,2,Bottom,virD5
B5,278721.0,NCIB,3,Top,virD5
B6,352279.0,NCIB,3,Top,virD5
B7,311817.0,NCIB,3,Top,virD5
B8,253993.0,NCIB,3,Top,virD5
B9,373841.0,NCIB,3,Bottom,virD5
B10,286838.0,NCIB,3,Bottom,virD5
B11,358580.0,NCIB,3,Bottom,virD5
B12,346663.0,NCIB,3,Bottom,virD5
C1,411507.0,NCIB,4,Top,virD5
C2,256782.0,NCIB,4,Top,virD5
C3,335343.0,NCIB,4,Top,virD5
C4,361246.0,NCIB,4,Top,virD5
C5,290177.0,NCIB,4,Bottom,virD5
C6,458858.0,NCIB,4,Bottom,virD5
C7,445708.0,NCIB,4,Bottom,virD5
C8,299388.0,NCIB,4,Bottom,virD5
C9,315754.0,NCIB,5,Top,virD5
C10,357985.0,NCIB,5,Top,virD5
C11,304347.0,NCIB,5,Top,virD5
C12,396178.0,NCIB,5,Top,virD5
D1,317982.0,NCIB,5,Bottom,virD5
D2,346211.0,NCIB,5,Bottom,virD5
D3,380678.0,NCIB,5,Bottom,virD5
D4,320987.0,NCIB,5,Bottom,virD5
D5,365631.0,NCIB,6,Top,virD5
D6,459271.0,NCIB,6,Top,virD5
D7,472646.0,NCIB,6,Top,virD5
D8,367683.0,NCIB,6,Top,virD5
D9,318057.0,NCIB,6,Bottom,virD5
D10,320802.0,NCIB,6,Bottom,virD5
D11,338566.0,NCIB,6,Bottom,virD5
D12,323927.0,NCIB,6,Bottom,virD5
E1,214423.0,NCIB,7,Top,virD5
E2,315978.0,NCIB,7,Top,virD5
E3,278068.0,NCIB,7,Top,virD5
E4,232032.0,NCIB,7,Top,virD5
E5,494530.0,NCIB,7,Bottom,virD5
E6,361416.0,NCIB,7,Bottom,virD5
E7,534696.0,NCIB,7,Bottom,virD5
E8,303544.0,NCIB,7,Bottom,virD5
E9,189896.0,NCIB,8,Top,virD5
E10,152665.0,NCIB,8,Top,virD5
E11,311879.0,NCIB,8,Top,virD5
E12,217201.0,NCIB,8,Top,virD5
F1,405735.0,NCIB,8,Bottom,virD5
F2,327289.0,NCIB,8,Bottom,virD5
F3,416127.0,NCIB,8,Bottom,virD5
F4,319939.0,NCIB,8,Bottom,virD5
F5,52930.0,pRi,1,Top,virD5
F6,82660.0,pRi,1,Top,virD5
F7,115826.0,pRi,1,Top,virD5
F8,120987.0,pRi,1,Top,virD5
F9,173505.0,pRi,1,Bottom,virD5
F10,234607.0,pRi,1,Bottom,virD5
F11,231100.0,pRi,1,Bottom,virD5
F12,198735.0,pRi,1,Bottom,virD5
G1,449738.0,pRi,2,Top,virD5
G2,360405.0,pRi,2,Top,virD5
G3,123732.0,pRi,2,Top,virD5
G4,237613.0,pRi,2,Top,virD5
G5,254341.0,pRi,2,Bottom,virD5
G6,339412.0,pRi,2,Bottom,virD5
G7,597976.0,pRi,2,Bottom,virD5
G8,311437.0,pRi,2,Bottom,virD5
G9,204523.0,pRi,3,Top,virD5
G10,130748.0,pRi,3,Top,virD5
G11,261960.0,pRi,3,Top,virD5
G12,116888.0,pRi,3,Top,virD5
H1,296118.0,pRi,3,Bottom,virD5
H2,292118.0,pRi,3,Bottom,virD5
H3,251373.0,pRi,3,Bottom,virD5
H4,267771.0,pRi,3,Bottom,virD5
H5,112618.0,pRi,4,Top,virD5
H6,314510.0,pRi,4,Top,virD5
H7,189681.0,pRi,4,Top,virD5
H8,194019.0,pRi,4,Top,virD5
H9,195636.0,pRi,4,Bottom,virD5
H10,257645.0,pRi,4,Bottom,virD5
H11,175475.0,pRi,4,Bottom,virD5
H12,206660.0,pRi,4,Bottom,virD5
A1,288915.0,pRi,5,Top,virD5
A2,205812.0,pRi,5,Top,virD5
A3,208399.0,pRi,5,Top,virD5
A4,188990.0,pRi,5,Top,virD5
A5,268182.0,pRi,5,Bottom,virD5
A6,373142.0,pRi,5,Bottom,virD5
A7,410992.0,pRi,5,Bottom,virD5
A8,524171.0,pRi,5,Bottom,virD5
A9,193375.0,pRi,6,Top,virD5
A10,130954.0,pRi,6,Top,virD5
A11,103686.0,pRi,6,Top,virD5
A12,201731.0,pRi,6,Top,virD5
B1,320420.0,pRi,6,Bottom,virD5
B2,309721.0,pRi,6,Bottom,virD5
B3,176527.0,pRi,6,Bottom,virD5
B4,159640.0,pRi,6,Bottom,virD5
B5,133282.0,pRi,7,Top,virD5
B6,210681.0,pRi,7,Top,virD5
B7,167679.0,pRi,7,Top,virD5
B8,110352.0,pRi,7,Top,virD5
B9,249017.0,pRi,7,Bottom,virD5
B10,127543.0,pRi,7,Bottom,virD5
B11,158492.0,pRi,7,Bottom,virD5
B12,199826.0,pRi,7,Bottom,virD5
C1,326323.0,pRi,8,Top,virD5
C2,441238.0,pRi,8,Top,virD5
C3,254297.0,pRi,8,Top,virD5
C4,167386.0,pRi,8,Top,virD5
C5,425356.0,pRi,8,Bottom,virD5
C6,403607.0,pRi,8,Bottom,virD5
C7,467647.0,pRi,8,Bottom,virD5
C8,253523.0,pRi,8,Bottom,virD5
C9,157875.0,S4,1,Top,virD5
C10,125700.0,S4,1,Top,virD5
C11,128334.0,S4,1,Top,virD5
C12,141394.0,S4,1,Top,virD5
D1,235813.0,S4,1,Bottom,virD5
D2,226699.0,S4,1,Bottom,virD5
D3,421893.0,S4,1,Bottom,virD5
D4,249141.0,S4,1,Bottom,virD5
D5,377335.0,S4,2,Top,virD5
D6,221009.0,S4,2,Top,virD5
D7,244727.0,S4,2,Top,virD5
D8,247854.0,S4,2,Top,virD5
D9,641332.0,S4,2,Bottom,virD5
D10,435991.0,S4,2,Bottom,virD5
D11,500662.0,S4,2,Bottom,virD5
D12,551983.0,S4,2,Bottom,virD5
E1,379364.0,S4,3,Top,virD5
E2,341284.0,S4,3,Top,virD5
E3,386863.0,S4,3,Top,virD5
E4,301624.0,S4,3,Top,virD5
E5,254988.0,S4,3,Bottom,virD5
E6,148671.0,S4,3,Bottom,virD5
E7,563803.0,S4,3,Bottom,virD5
E8,262497.0,S4,3,Bottom,virD5
E9,173028.0,S4,4,Top,virD5
E10,136886.0,S4,4,Top,virD5
E11,229319.0,S4,4,Top,virD5
E12,144609.0,S4,4,Top,virD5
F1,182725.0,S4,4,Bottom,virD5
F2,321446.0,S4,4,Bottom,virD5
F3,206237.0,S4,4,Bottom,virD5
F4,346440.0,S4,4,Bottom,virD5
F5,230967.0,S4,5,Top,virD5
F6,119205.0,S4,5,Top,virD5
F7,209591.0,S4,5,Top,virD5
F8,172650.0,S4,5,Top,virD5
F9,205901.0,S4,5,Bottom,virD5
F10,208161.0,S4,5,Bottom,virD5
F11,138208.0,S4,5,Bottom,virD5
F12,292972.0,S4,5,Bottom,virD5
G1,400034.0,S4,6,Top,virD5
G2,240250.0,S4,6,Top,virD5
G3,214213.0,S4,6,Top,virD5
G4,236453.0,S4,6,Top,virD5
G5,300439.0,S4,6,Bottom,virD5
G6,290876.0,S4,6,Bottom,virD5
G7,418653.0,S4,6,Bottom,virD5
G8,291408.0,S4,6,Bottom,virD5
G9,385406.0,S4,7,Top,virD5
G10,166856.0,S4,7,Top,virD5
G11,303677.0,S4,7,Top,virD5
G12,80017.0,S4,7,Top,virD5
H1,480570.0,S4,7,Bottom,virD5
H2,442258.0,S4,7,Bottom,virD5
H3,348423.0,S4,7,Bottom,virD5
H4,378349.0,S4,7,Bottom,virD5
H5,320364.0,S4,8,Top,virD5
H6,176447.0,S4,8,Top,virD5
H7,168901.0,S4,8,Top,virD5
H8,299114.0,S4,8,Top,virD5
H9,142970.0,S4,8,Bottom,virD5
H10,187512.0,S4,8,Bottom,virD5
H11,250152.0,S4,8,Bottom,virD5
H12,192436.0,S4,8,Bottom,virD5
A1,180945.0,TiAB,1,Top,virD5
A2,179012.0,TiAB,1,Top,virD5
A3,237728.0,TiAB,1,Top,virD5
A4,237057.0,TiAB,1,Top,virD5
A5,551399.0,TiAB,1,Bottom,virD5
