Well,GFP,Strain,Plant,Leaf,Promoter,GFP_log
H10,394026,ΔvirD4,4,Bottom,J23114,18.587931304203426
H11,352519,ΔvirD4,4,Bottom,J23114,18.42734149213849
H12,394858,ΔvirD4,4,Bottom,J23114,18.590974394744133
A1,875065,ΔvirD4,5,Top,J23114,19.739030659032924
A2,1019504,ΔvirD4,5,Top,J23114,19.959436005069897
A3,762032,ΔvirD4,5,Top,J23114,19.53949205650182
A4,833019,ΔvirD4,5,Top,J23114,19.66798987626193
A5,557231,ΔvirD4,5,Bottom,J23114,19.087915994942758
A6,526597,ΔvirD4,5,Bottom,J23114,19.006339776873862
A7,403036,ΔvirD4,5,Bottom,J23114,18.62054918341795
A8,423146,ΔvirD4,5,Bottom,J23114,18.69079600334675
A9,1107144,ΔvirD4,6,Top,J23114,20.078411446886268
A10,1089227,ΔvirD4,6,Top,J23114,20.05487321910581
A11,977755,ΔvirD4,6,Top,J23114,19.899113483003582
A12,960374,ΔvirD4,6,Top,J23114,19.8732368207594
B1,577675,ΔvirD4,6,Bottom,J23114,19.139898535054865
B2,560808,ΔvirD4,6,Bottom,J23114,19.097147404166957
B3,647426,ΔvirD4,6,Bottom,J23114,19.30435577838036
B4,604234,ΔvirD4,6,Bottom,J23114,19.204747840646505
B5,768707,ΔvirD4,7,Top,J23114,19.552074280430606
B6,719950,ΔvirD4,7,Top,J23114,19.457537190357264
B7,512013,ΔvirD4,7,Top,J23114,18.965820915125825
B8,546388,ΔvirD4,7,Top,J23114,19.059566273345563
B9,353799,ΔvirD4,7,Bottom,J23114,18.432570444745906
B10,264075,ΔvirD4,7,Bottom,J23114,18.010588202359013
B11,333491,ΔvirD4,7,Bottom,J23114,18.347288302021873
B12,481222,ΔvirD4,7,Bottom,J23114,18.876343074069208
C1,793794,ΔvirD4,8,Top,J23114,19.598405132008924
C2,527191,ΔvirD4,8,Top,J23114,19.007966215863583
C3,639623,ΔvirD4,8,Top,J23114,19.28686229159987
C4,812948,ΔvirD4,8,Top,J23114,19.63280354808841
C5,513910,ΔvirD4,8,Bottom,J23114,18.97115619976541
C6,494804,ΔvirD4,8,Bottom,J23114,18.916497637557963
C7,557459,ΔvirD4,8,Bottom,J23114,19.088506176022538
C8,550504,ΔvirD4,8,Bottom,J23114,19.070393520986126
C9,171725,ΔvirD4,1,Top,J23117,17.389740558916763
C10,230730,ΔvirD4,1,Top,J23117,17.81584607289798
C11,275509,ΔvirD4,1,Top,J23117,18.071739922246998
C12,234680,ΔvirD4,1,Top,J23117,17.840335371558727
D1,222820,ΔvirD4,1,Bottom,J23117,17.765519207140954
D2,199826,ΔvirD4,1,Bottom,J23117,17.60838478344642
D3,228596,ΔvirD4,1,Bottom,J23117,17.80244063376063
D4,155369,ΔvirD4,1,Bottom,J23117,17.245339153165038
D5,157523,ΔvirD4,2,Top,J23117,17.265202966943743
D6,167006,ΔvirD4,2,Top,J23117,17.349540409559786
D7,129402,ΔvirD4,2,Top,J23117,16.981500389818112
D8,195610,ΔvirD4,2,Top,J23117,17.577620600256786
D9,180890,ΔvirD4,2,Bottom,J23117,17.464753129221954
D10,150958,ΔvirD4,2,Bottom,J23117,17.2037876887544
D11,163754,ΔvirD4,2,Bottom,J23117,17.321170622062056
D12,157973,ΔvirD4,2,Bottom,J23117,17.269318475277633
E1,208750,ΔvirD4,3,Top,J23117,17.6714166720235
E2,142381,ΔvirD4,3,Top,J23117,17.119397113475415
E3,203386,ΔvirD4,3,Top,J23117,17.633860849671024
E4,227556,ΔvirD4,3,Top,J23117,17.795862100980774
E5,124725,ΔvirD4,3,Bottom,J23117,16.92839114378315
E6,188040,ΔvirD4,3,Bottom,J23117,17.520680060081098
E7,192478,ΔvirD4,3,Bottom,J23117,17.554334031388706
E8,153658,ΔvirD4,3,Bottom,J23117,17.229363355327166
E9,356998,ΔvirD4,4,Top,J23117,18.445556466343387
E10,186939,ΔvirD4,4,Top,J23117,17.51220805602419
E11,211322,ΔvirD4,4,Top,J23117,17.689083443501943
E12,172786,ΔvirD4,4,Top,J23117,17.398626802188126
F1,210783,ΔvirD4,4,Bottom,J23117,17.685398990346037
F2,183545,ΔvirD4,4,Bottom,J23117,17.4857742885558
F3,168653,ΔvirD4,4,Bottom,J23117,17.363698455684215
F4,135569,ΔvirD4,4,Bottom,J23117,17.048667795541956
F5,348489,ΔvirD4,5,Top,J23117,18.410753592809108
F6,239904,ΔvirD4,5,Top,J23117,17.87209768680786
F7,237299,ΔvirD4,5,Top,J23117,17.856346495330744
F8,250811,ΔvirD4,5,Top,J23117,17.936241097287454
F9,180884,ΔvirD4,5,Bottom,J23117,17.464705275201236
F10,129836,ΔvirD4,5,Bottom,J23117,16.98633093343213
F11,185590,ΔvirD4,5,Bottom,J23117,17.501759451394324
F12,211126,ΔvirD4,5,Bottom,J23117,17.68774473081634
G1,213780,ΔvirD4,6,Top,J23117,17.705767363741817
G2,172544,ΔvirD4,6,Top,J23117,17.396604781181857
G3,151897,ΔvirD4,6,Top,J23117,17.212733851005822
G4,196910,ΔvirD4,6,Top,J23117,17.587176854259667
G5,149152,ΔvirD4,6,Bottom,J23117,17.186423797538943
G6,151969,ΔvirD4,6,Bottom,J23117,17.21341753424046
G7,147858,ΔvirD4,6,Bottom,J23117,17.173852778416443
G8,135917,ΔvirD4,6,Bottom,J23117,17.05236638883374
G9,171456,ΔvirD4,7,Top,J23117,17.38747886584238
G10,371817,ΔvirD4,7,Top,J23117,18.504233208263354
G11,241443,ΔvirD4,7,Top,J23117,17.8813231114339
G12,195462,ΔvirD4,7,Top,J23117,17.576528633170188
H1,150632,ΔvirD4,7,Bottom,J23117,17.200668760630073
H2,147438,ΔvirD4,7,Bottom,J23117,17.169748880458037
H3,156018,ΔvirD4,7,Bottom,J23117,17.251352958733744
H4,138922,ΔvirD4,7,Bottom,J23117,17.08391556027602
H5,139752,ΔvirD4,8,Top,J23117,17.092509404155976
H6,208090,ΔvirD4,8,Top,J23117,17.66684811083608
H7,149314,ΔvirD4,8,Top,J23117,17.187989916424012
H8,173588,ΔvirD4,8,Top,J23117,17.405307693308657
H9,149668,ΔvirD4,8,Bottom,J23117,17.191406271141897
H10,150398,ΔvirD4,8,Bottom,J23117,17.198425856550323
H11,143764,ΔvirD4,8,Bottom,J23117,17.133342929604048
H12,177282,ΔvirD4,8,Bottom,J23117,17.435686536736448
A1,500038,ΔvirD5,1,Top,J23114,18.93167820998099
A2,317682,ΔvirD5,1,Top,J23114,18.277223823076774
A3,320545,ΔvirD5,1,Top,J23114,18.290167379547945
A4,803257,ΔvirD5,1,Top,J23114,19.61550212258452
A5,219565,ΔvirD5,1,Bottom,J23114,17.744288572719956
A6,282616,ΔvirD5,1,Bottom,J23114,18.108483619044364
A7,225038,ΔvirD5,1,Bottom,J23114,17.779809110468577
A8,178088,ΔvirD5,1,Bottom,J23114,17.442230781871565
A9,256473,ΔvirD5,2,Top,J23114,17.968447429639927
A10,369806,ΔvirD5,2,Top,J23114,18.49640910669656
A11,321548,ΔvirD5,2,Top,J23114,18.294674590506386
A12,345824,ΔvirD5,2,Top,J23114,18.399678469152942
B1,333946,ΔvirD5,2,Bottom,J23114,18.34925530818213
B2,224204,ΔvirD5,2,Bottom,J23114,17.774452491780355
B3,230246,ΔvirD5,2,Bottom,J23114,17.812816567429685
B4,272994,ΔvirD5,2,Bottom,J23114,18.058509717650182
B5,331377,ΔvirD5,3,Top,J23114,18.338113946828855
B6,573229,ΔvirD5,3,Top,J23114,19.12875207269329
B7,459571,ΔvirD5,3,Top,J23114,18.80992823787732
B8,519687,ΔvirD5,3,Top,J23114,18.98728344479512
B9,242217,ΔvirD5,3,Bottom,J23114,17.88594059857311
B10,225084,ΔvirD5,3,Bottom,J23114,17.780103981512923
B11,150090,ΔvirD5,3,Bottom,J23114,17.195468332601223
B12,288355,ΔvirD5,3,Bottom,J23114,18.137486513002
C1,563038,ΔvirD5,4,Top,J23114,19.102872768965234
C2,488663,ΔvirD5,4,Top,J23114,18.898480346900808
C3,531186,ΔvirD5,4,Top,J23114,19.018857597784418
C4,404467,ΔvirD5,4,Top,J23114,18.62566247405504
C5,260971,ΔvirD5,4,Bottom,J23114,17.9935299728768
C6,256735,ΔvirD5,4,Bottom,J23114,17.969920462537118
C7,368864,ΔvirD5,4,Bottom,J23114,18.492729467709616
C8,277952,ΔvirD5,4,Bottom,J23114,18.08447623745389
C9,312059,ΔvirD5,5,Top,J23114,18.251459295063807
C10,212428,ΔvirD5,5,Top,J23114,17.696614413831128
C11,392685,ΔvirD5,5,Top,J23114,18.58301296462619
C12,466725,ΔvirD5,5,Top,J23114,18.832213221383256
D1,383201,ΔvirD5,5,Bottom,J23114,18.547741800367792
D2,391082,ΔvirD5,5,Bottom,J23114,18.577111610332928
D3,506752,ΔvirD5,5,Bottom,J23114,18.950920352030096
D4,413168,ΔvirD5,5,Bottom,J23114,18.656368995752423
D5,341655,ΔvirD5,6,Top,J23114,18.382180714735156
D6,366149,ΔvirD5,6,Top,J23114,18.48207133009675
D7,463489,ΔvirD5,6,Top,J23114,18.822175574164067
D8,467235,ΔvirD5,6,Top,J23114,18.833788823216278
D9,284030,ΔvirD5,6,Bottom,J23114,18.115683793481654
D10,389871,ΔvirD5,6,Bottom,J23114,18.572637320343986
D11,403986,ΔvirD5,6,Bottom,J23114,18.62394577216502
D12,247433,ΔvirD5,6,Bottom,J23114,17.916678399009054
E1,313411,ΔvirD5,7,Top,J23114,18.257696290389465
E2,483552,ΔvirD5,7,Top,J23114,18.883311516379344
E3,361825,ΔvirD5,7,Top,J23114,18.46493256766399
E4,508652,ΔvirD5,7,Top,J23114,18.95631943215359
E5,170702,ΔvirD5,7,Bottom,J23114,17.381120435984528
E6,402522,ΔvirD5,7,Bottom,J23114,18.618708110890207
E7,481413,ΔvirD5,7,Bottom,J23114,18.876915575082418
E8,329347,ΔvirD5,7,Bottom,J23114,18.329248883207185
E9,434038,ΔvirD5,8,Top,J23114,18.72746183049743
E10,274872,ΔvirD5,8,Top,J23114,18.068400427782663
E11,381453,ΔvirD5,8,Top,J23114,18.541145783543577
E12,341652,ΔvirD5,8,Top,J23114,18.382168046680757
F1,281845,ΔvirD5,8,Bottom,J23114,18.10454244837615
F2,387725,ΔvirD5,8,Bottom,J23114,18.564674235611044
F3,340107,ΔvirD5,8,Bottom,J23114,18.375629173988475
F4,307271,ΔvirD5,8,Bottom,J23114,18.229152087347348
F5,299814,ΔvirD5,1,Top,J23117,18.193708226831966
F6,357969,ΔvirD5,1,Top,J23117,18.449475130410327
F7,431724,ΔvirD5,1,Top,J23117,18.719749770429488
F8,326958,ΔvirD5,1,Top,J23117,18.31874579797865
F9,239964,ΔvirD5,1,Bottom,J23117,17.87245845978253
F10,278110,ΔvirD5,1,Bottom,J23117,18.085296095033065
F11,273526,ΔvirD5,1,Bottom,J23117,18.06131844927639
F12,279074,ΔvirD5,1,Bottom,J23117,18.09028819605209
G1,386426,ΔvirD5,2,Top,J23117,18.559832641097906
G2,273636,ΔvirD5,2,Top,J23117,18.061898520467867
G3,337388,ΔvirD5,2,Top,J23117,18.36404913612286
G4,326900,ΔvirD5,2,Top,J23117,18.31848985154199
G5,285714,ΔvirD5,2,Bottom,J23117,18.124212204570807
G6,612220,ΔvirD5,2,Bottom,J23117,19.223690650026175
G7,472196,ΔvirD5,2,Bottom,J23117,18.849026294900856
G8,94321,ΔvirD5,2,Bottom,J23117,16.52529139353499
G9,223512,ΔvirD5,3,Top,J23117,17.769992763902437
G10,329030,ΔvirD5,3,Top,J23117,18.32785960513914
G11,308381,ΔvirD5,3,Top,J23117,18.234354354961514
G12,302047,ΔvirD5,3,Top,J23117,18.20441353190479
H1,292183,ΔvirD5,3,Bottom,J23117,18.15651271510673
H2,247419,ΔvirD5,3,Bottom,J23117,17.916596767609857
H3,215275,ΔvirD5,3,Bottom,J23117,17.715821262728753
H4,257756,ΔvirD5,3,Bottom,J23117,17.975646485229017
H5,302009,ΔvirD5,4,Top,J23117,18.20423201756961
H6,223863,ΔvirD5,4,Top,J23117,17.772256574188017
H7,268294,ΔvirD5,4,Top,J23117,18.033455265647113
H8,172145,ΔvirD5,4,Top,J23117,17.39326475246946
H9,146827,ΔvirD5,4,Bottom,J23117,17.163757764037385
H10,161390,ΔvirD5,4,Bottom,J23117,17.300191663973454
H11,134490,ΔvirD5,4,Bottom,J23117,17.037139379659205
H12,180264,ΔvirD5,4,Bottom,J23117,17.459751783535282
A1,540417,ΔvirD5,5,Top,J23117,19.04371353294559
A2,964063,ΔvirD5,5,Top,J23117,19.878767901823334
A3,887872,ΔvirD5,5,Top,J23117,19.759992179981
A4,291131,ΔvirD5,5,Top,J23117,18.151308942083933
A5,194044,ΔvirD5,5,Bottom,J23117,17.56602429893316
A6,321001,ΔvirD5,5,Bottom,J23117,18.292218266154464
A7,444228,ΔvirD5,5,Bottom,J23117,18.760940804260112
A8,237456,ΔvirD5,5,Bottom,J23117,17.857300684879778
A9,439488,ΔvirD5,6,Top,J23117,18.745464248276843
A10,461526,ΔvirD5,6,Top,J23117,18.81605239861226
A11,514767,ΔvirD5,6,Top,J23117,18.973560044579845
A12,363884,ΔvirD5,6,Top,J23117,18.473119091628675
B1,253713,ΔvirD5,6,Bottom,J23117,17.952837917981466
B2,153392,ΔvirD5,6,Bottom,J23117,17.22686371698241
B3,235195,ΔvirD5,6,Bottom,J23117,17.843497864747658
B4,210925,ΔvirD5,6,Bottom,J23117,17.686370575914957
B5,596257,ΔvirD5,7,Top,J23117,19.18557477275581
B6,347661,ΔvirD5,7,Top,J23117,18.40732171158479
B7,559030,ΔvirD5,7,Top,J23117,19.09256618092189
B8,433503,ΔvirD5,7,Top,J23117,18.725682451898102
B9,174567,ΔvirD5,7,Bottom,J23117,17.413421333312282
B10,239089,ΔvirD5,7,Bottom,J23117,17.867188230540265
B11,177111,ΔvirD5,7,Bottom,J23117,17.43429429213152
B12,275893,ΔvirD5,7,Bottom,J23117,18.073749327309947
C1,428764,ΔvirD5,8,Top,J23117,18.70982425336266
C2,439232,ΔvirD5,8,Top,J23117,18.744623639343583
C3,368863,ΔvirD5,8,Top,J23117,18.492725556520135
C4,364658,ΔvirD5,8,Top,J23117,18.47618451924098
C5,348368,ΔvirD5,8,Bottom,J23117,18.41025258298442
C6,396465,ΔvirD5,8,Bottom,J23117,18.596833984615273
C7,471708,ΔvirD5,8,Bottom,J23117,18.847534543106857
C8,366232,ΔvirD5,8,Bottom,J23117,18.482398328445715
C9,492972,ΔvirK,1,Top,J23114,18.911146180658008
C10,558431,ΔvirK,1,Top,J23114,19.091019506071916
C11,404724,ΔvirK,1,Top,J23114,18.626578877321947
C12,382025,ΔvirK,1,Top,J23114,18.54330752682312
D1,374781,ΔvirK,1,Bottom,J23114,18.515688290025725
D2,440188,ΔvirK,1,Bottom,J23114,18.747760290778356
D3,294695,ΔvirK,1,Bottom,J23114,18.168863057340534
D4,520727,ΔvirK,1,Bottom,J23114,18.990167687687396
D5,278783,ΔvirK,2,Top,J23114,18.08878306375124
D6,404274,ΔvirK,2,Top,J23114,18.62497389724695
D7,285985,ΔvirK,2,Top,J23114,18.12557995363234
D8,486930,ΔvirK,2,Top,J23114,18.893354862942644
D9,302307,ΔvirK,2,Bottom,J23114,18.205654859781408
D10,369562,ΔvirK,2,Bottom,J23114,18.495456894529532
D11,257887,ΔvirK,2,Bottom,J23114,17.97637952360798
D12,364498,ΔvirK,2,Bottom,J23114,18.475551372945134
E1,303352,ΔvirK,3,Top,J23114,18.210633297528656
E2,346304,ΔvirK,3,Top,J23114,18.401679525982452
E3,231930,ΔvirK,3,Top,J23114,17.823329918189295
E4,175630,ΔvirK,3,Top,J23114,17.422179772354138
E5,242066,ΔvirK,3,Bottom,J23114,17.885040930576366
E6,235831,ΔvirK,3,Bottom,J23114,17.847393847575024
E7,290420,ΔvirK,3,Bottom,J23114,18.14778128351177
E8,477613,ΔvirK,3,Bottom,J23114,18.86548257984247
E9,456418,ΔvirK,4,Top,J23114,18.799996163518845
E10,343584,ΔvirK,4,Top,J23114,18.39030332913754
E11,233937,ΔvirK,4,Top,J23114,17.835760534053456
E12,282902,ΔvirK,4,Top,J23114,18.1099428504636
F1,213272,ΔvirK,4,Bottom,J23114,17.702335044368727
F2,241593,ΔvirK,4,Bottom,J23114,17.882219128555146
F3,192124,ΔvirK,4,Bottom,J23114,17.551678225185412
F4,124583,ΔvirK,4,Bottom,J23114,16.926747692967613
F5,343978,ΔvirK,5,Top,J23114,18.39195677103319
F6,326160,ΔvirK,5,Top,J23114,18.31522033637591
F7,272401,ΔvirK,5,Top,J23114,18.055372474014376
F8,346384,ΔvirK,5,Top,J23114,18.4020127657781
F9,291549,ΔvirK,5,Bottom,J23114,18.15337884882705
F10,329340,ΔvirK,5,Bottom,J23114,18.329218219583076
F11,178038,ΔvirK,5,Bottom,J23114,17.441825673833854
F12,231669,ΔvirK,5,Bottom,J23114,17.821705482220043
G1,349165,ΔvirK,6,Top,J23114,18.4135494261387
G2,330685,ΔvirK,6,Top,J23114,18.335098080242783
G3,337122,ΔvirK,6,Top,J23114,18.36291125261996
G4,181387,ΔvirK,6,Top,J23114,17.46871153610478
G5,291462,ΔvirK,6,Bottom,J23114,18.152948275580613
G6,311561,ΔvirK,6,Bottom,J23114,18.24915512815741
G7,355773,ΔvirK,6,Bottom,J23114,18.440597501500147
G8,558279,ΔvirK,6,Bottom,J23114,19.090626763734928
G9,344510,ΔvirK,7,Top,J23114,18.394186334698812
G10,414208,ΔvirK,7,Top,J23114,18.65999589242998
G11,326145,ΔvirK,7,Top,J23114,18.315153985740494
G12,499758,ΔvirK,7,Top,J23114,18.930870135889855
H1,483009,ΔvirK,7,Bottom,J23114,18.881690545763696
H2,349835,ΔvirK,7,Bottom,J23114,18.416315108466073
H3,462400,ΔvirK,7,Bottom,J23114,18.818781872275405
H4,410157,ΔvirK,7,Bottom,J23114,18.64581672505882
H5,427616,ΔvirK,8,Top,J23114,18.70595630946154
H6,312170,ΔvirK,8,Top,J23114,18.25197237328102
H7,339614,ΔvirK,8,Top,J23114,18.373536407162447
H8,604126,ΔvirK,8,Top,J23114,19.204489952161563
H9,296373,ΔvirK,8,Bottom,J23114,18.17705449650574
H10,315460,ΔvirK,8,Bottom,J23114,18.267097559010324
H11,228200,ΔvirK,8,Bottom,J23114,17.799939266063408
H12,356222,ΔvirK,8,Bottom,J23114,18.442417093377134
A1,120576,ΔvirK,1,Top,J23117,16.879583249612782
A2,143964,ΔvirK,1,Top,J23117,17.135348567252443
A3,108626,ΔvirK,1,Top,J23117,16.729009932842658
A4,143208,ΔvirK,1,Top,J23117,17.127752562276058
A5,100174,ΔvirK,1,Bottom,J23117,16.61214858238629
A6,157223,ΔvirK,1,Bottom,J23117,17.262452757928635
A7,192246,ΔvirK,1,Bottom,J23117,17.55259405524967
A8,170801,ΔvirK,1,Bottom,J23117,17.381956896062764
A9,118534,ΔvirK,2,Top,J23117,16.854941412005857
A10,83357,ΔvirK,2,Top,J23117,16.347015735824638
A11,111297,ΔvirK,2,Top,J23117,16.764055179933813
A12,221110,ΔvirK,2,Top,J23117,17.754404748908748
B1,106657,ΔvirK,2,Bottom,J23117,16.702619128665507
B2,85796,ΔvirK,2,Bottom,J23117,16.38862276719636
B3,78845,ΔvirK,2,Bottom,J23117,16.266731648148966
B4,106267,ΔvirK,2,Bottom,J23117,16.697334128429166
B5,115823,ΔvirK,3,Top,J23117,16.821562244958276
B6,134649,ΔvirK,3,Top,J23117,17.03884398982858
B7,122089,ΔvirK,3,Top,J23117,16.897573696380952
B8,95562,ΔvirK,3,Top,J23117,16.544149427566044
B9,127285,ΔvirK,3,Bottom,J23117,16.957702888171923
B10,135919,ΔvirK,3,Bottom,J23117,17.05238761773706
B11,107858,ΔvirK,3,Bottom,J23117,16.71877366189752
B12,75586,ΔvirK,3,Bottom,J23117,16.20583142350686
C1,81687,ΔvirK,4,Top,J23117,16.31781887985641
C2,98171,ΔvirK,4,Top,J23117,16.583009290697014
C3,83708,ΔvirK,4,Top,J23117,16.3530778877348
C4,64023,ΔvirK,4,Top,J23117,15.966302660052406
C5,115145,ΔvirK,4,Bottom,J23117,16.813092240045908
C6,128887,ΔvirK,4,Bottom,J23117,16.975747230135216
C7,97842,ΔvirK,4,Bottom,J23117,16.578166274017686
C8,90921,ΔvirK,4,Bottom,J23117,16.47232593135927
C9,67677,ΔvirK,5,Top,J23117,16.04637799734169
C10,75689,ΔvirK,5,Top,J23117,16.20779602588233
C11,102802,ΔvirK,5,Top,J23117,16.649508806692477
C12,198011,ΔvirK,5,Top,J23117,17.595221052239893
D1,84206,ΔvirK,5,Bottom,J23117,16.361635414050685
D2,73822,ΔvirK,5,Bottom,J23117,16.171763203437436
D3,109177,ΔvirK,5,Bottom,J23117,16.736309434349604
D4,128815,ΔvirK,5,Bottom,J23117,16.97494107383339
D5,75055,ΔvirK,6,Top,J23117,16.195660563786166
D6,92552,ΔvirK,6,Top,J23117,16.49797654586254
D7,112414,ΔvirK,6,Top,J23117,16.77846219391746
D8,182414,ΔvirK,6,Top,J23117,17.476856932862052
D9,231841,ΔvirK,6,Bottom,J23117,17.82277619723557
D10,176869,ΔvirK,6,Bottom,J23117,17.432321682072825
D11,158543,ΔvirK,6,Bottom,J23117,17.274514655327156
D12,175877,ΔvirK,6,Bottom,J23117,17.424207303719093
E1,61150,ΔvirK,7,Top,J23117,15.90006487830211
E2,75502,ΔvirK,7,Top,J23117,16.204227240568166
E3,80878,ΔvirK,7,Top,J23117,16.30345970139773
E4,89293,ΔvirK,7,Top,J23117,16.446259461266393
E5,142409,ΔvirK,7,Bottom,J23117,17.119680799428398
E6,116793,ΔvirK,7,Bottom,J23117,16.833594283175987
E7,81900,ΔvirK,7,Bottom,J23117,16.321575831415732
E8,70847,ΔvirK,7,Bottom,J23117,16.112419143394828
E9,92129,ΔvirK,8,Top,J23117,16.4913677331589
E10,162541,ΔvirK,8,Top,J23117,17.31044414972171
E11,87122,ΔvirK,8,Top,J23117,16.410749452944977
E12,120571,ΔvirK,8,Top,J23117,16.87952342323961
F1,135354,ΔvirK,8,Bottom,J23117,17.04637799734169
F2,158269,ΔvirK,8,Bottom,J23117,17.272019178263385
F3,192639,ΔvirK,8,Bottom,J23117,17.55554028255453
F4,204997,ΔvirK,8,Bottom,J23117,17.645243271402695
