Well,GFP,Strain,Plant,Leaf,Induction,GFP_log,ID
B2,148491,ΔvirE12,4,Bottom,0.2mM,17.180015966750084,ΔvirE12_0.2mM
B3,94883,ΔvirE12,4,Bottom,0.2mM,16.533862005123705,ΔvirE12_0.2mM
B4,257046,ΔvirE12,4,Bottom,0.2mM,17.97166703632056,ΔvirE12_0.2mM
B5,171686,ΔvirE12,5,Top,0.2mM,17.389412875139385,ΔvirE12_0.2mM
B6,203247,ΔvirE12,5,Top,0.2mM,17.63287453218821,ΔvirE12_0.2mM
B7,98543,ΔvirE12,5,Top,0.2mM,16.58846577264506,ΔvirE12_0.2mM
B8,153339,ΔvirE12,5,Top,0.2mM,17.226365150890768,ΔvirE12_0.2mM
B9,93376,ΔvirE12,5,Bottom,0.2mM,16.51076416791789,ΔvirE12_0.2mM
B10,83689,ΔvirE12,5,Bottom,0.2mM,16.352750388366296,ΔvirE12_0.2mM
B11,63020,ΔvirE12,5,Bottom,0.2mM,15.943522133904901,ΔvirE12_0.2mM
B12,94864,ΔvirE12,5,Bottom,0.2mM,16.533573081389804,ΔvirE12_0.2mM
C1,254502,ΔvirE12,1,Top,2.0mM,17.95731746817882,ΔvirE12_2.0mM
C2,178321,ΔvirE12,1,Top,2.0mM,17.44411708660806,ΔvirE12_2.0mM
C3,166906,ΔvirE12,1,Top,2.0mM,17.34867629261639,ΔvirE12_2.0mM
C4,206622,ΔvirE12,1,Top,2.0mM,17.656634347231872,ΔvirE12_2.0mM
C5,250026,ΔvirE12,1,Bottom,2.0mM,17.93171860180687,ΔvirE12_2.0mM
C6,260577,ΔvirE12,1,Bottom,2.0mM,17.991350223537363,ΔvirE12_2.0mM
C7,233959,ΔvirE12,1,Bottom,2.0mM,17.83589620219733,ΔvirE12_2.0mM
C8,130030,ΔvirE12,1,Bottom,2.0mM,16.988484988906315,ΔvirE12_2.0mM
C9,211869,ΔvirE12,2,Top,2.0mM,17.6928129870265,ΔvirE12_2.0mM
C10,166914,ΔvirE12,2,Top,2.0mM,17.34874544102169,ΔvirE12_2.0mM
C11,236025,ΔvirE12,2,Top,2.0mM,17.848580153794305,ΔvirE12_2.0mM
C12,200749,ΔvirE12,2,Top,2.0mM,17.61503327563577,ΔvirE12_2.0mM
D1,219129,ΔvirE12,2,Bottom,2.0mM,17.741420900743897,ΔvirE12_2.0mM
D2,266099,ΔvirE12,2,Bottom,2.0mM,18.021603563159395,ΔvirE12_2.0mM
D3,221368,ΔvirE12,2,Bottom,2.0mM,17.75608716187722,ΔvirE12_2.0mM
D4,182915,ΔvirE12,2,Bottom,2.0mM,17.480813863018653,ΔvirE12_2.0mM
D5,157005,ΔvirE12,3,Top,2.0mM,17.260450978524048,ΔvirE12_2.0mM
D6,245955,ΔvirE12,3,Top,2.0mM,17.90803485823106,ΔvirE12_2.0mM
D7,197536,ΔvirE12,3,Top,2.0mM,17.59175607602299,ΔvirE12_2.0mM
D8,164521,ΔvirE12,3,Top,2.0mM,17.32791222047756,ΔvirE12_2.0mM
D9,190378,ΔvirE12,3,Bottom,2.0mM,17.538507245494863,ΔvirE12_2.0mM
D10,132156,ΔvirE12,3,Bottom,2.0mM,17.01188240054186,ΔvirE12_2.0mM
D11,334593,ΔvirE12,3,Bottom,2.0mM,18.35204773759274,ΔvirE12_2.0mM
D12,293784,ΔvirE12,3,Bottom,2.0mM,18.164396300728498,ΔvirE12_2.0mM
E1,189829,ΔvirE12,4,Top,2.0mM,17.534340882813932,ΔvirE12_2.0mM
E2,221254,ΔvirE12,4,Top,2.0mM,17.75534401201888,ΔvirE12_2.0mM
E3,291662,ΔvirE12,4,Top,2.0mM,18.1539379073553,ΔvirE12_2.0mM
E4,212353,ΔvirE12,4,Top,2.0mM,17.69610496482474,ΔvirE12_2.0mM
E5,200827,ΔvirE12,4,Bottom,2.0mM,17.615593718563655,ΔvirE12_2.0mM
E6,160538,ΔvirE12,4,Bottom,2.0mM,17.292555304013035,ΔvirE12_2.0mM
E7,162758,ΔvirE12,4,Bottom,2.0mM,17.312368931970106,ΔvirE12_2.0mM
E8,123758,ΔvirE12,4,Bottom,2.0mM,16.917162261748516,ΔvirE12_2.0mM
E9,171376,ΔvirE12,5,Top,2.0mM,17.386805558768557,ΔvirE12_2.0mM
E10,269575,ΔvirE12,5,Top,2.0mM,18.04032718368511,ΔvirE12_2.0mM
E11,154723,ΔvirE12,5,Top,2.0mM,17.239328147755895,ΔvirE12_2.0mM
E12,347850,ΔvirE12,5,Top,2.0mM,18.408105795141886,ΔvirE12_2.0mM
F1,354306,ΔvirE12,5,Bottom,2.0mM,18.434636371439613,ΔvirE12_2.0mM
F2,281624,ΔvirE12,5,Bottom,2.0mM,18.103410760136388,ΔvirE12_2.0mM
F3,208493,ΔvirE12,5,Bottom,2.0mM,17.66963942148893,ΔvirE12_2.0mM
F4,161821,ΔvirE12,5,Bottom,2.0mM,17.304039317247554,ΔvirE12_2.0mM
F5,799,Leaf,1,Top,0mM,9.642051692927977,Leaf_0mM
F6,696,Leaf,1,Top,0mM,9.442943495848729,Leaf_0mM
F7,700,Leaf,1,Top,0mM,9.451211111832329,Leaf_0mM
F8,752,Leaf,1,Top,0mM,9.554588851677638,Leaf_0mM
F9,702,Leaf,1,Bottom,0mM,9.45532722030456,Leaf_0mM
F10,729,Leaf,1,Bottom,0mM,9.509775004326936,Leaf_0mM
F11,680,Leaf,1,Bottom,0mM,9.409390936137703,Leaf_0mM
F12,679,Leaf,1,Bottom,0mM,9.407267764244732,Leaf_0mM
G1,628,Leaf,2,Top,0mM,9.294620748891626,Leaf_0mM
G2,548,Leaf,2,Top,0mM,9.098032082960527,Leaf_0mM
G3,574,Leaf,2,Top,0mM,9.164906926675688,Leaf_0mM
G4,576,Leaf,2,Top,0mM,9.169925001442312,Leaf_0mM
G5,579,Leaf,2,Bottom,0mM,9.177419537989236,Leaf_0mM
G6,609,Leaf,2,Bottom,0mM,9.250298417906333,Leaf_0mM
G7,626,Leaf,2,Bottom,0mM,9.290018846932618,Leaf_0mM
G8,659,Leaf,2,Bottom,0mM,9.364134655008051,Leaf_0mM
G9,671,Leaf,3,Top,0mM,9.390168956200183,Leaf_0mM
G10,614,Leaf,3,Top,0mM,9.262094845370179,Leaf_0mM
G11,641,Leaf,3,Top,0mM,9.324180546618742,Leaf_0mM
G12,642,Leaf,3,Top,0mM,9.326429487122303,Leaf_0mM
H1,610,Leaf,3,Bottom,0mM,9.252665432450248,Leaf_0mM
H2,637,Leaf,3,Bottom,0mM,9.3151495622563,Leaf_0mM
H3,628,Leaf,3,Bottom,0mM,9.294620748891626,Leaf_0mM
H4,599,Leaf,3,Bottom,0mM,9.226412192788786,Leaf_0mM
H5,554,Leaf,4,Top,0mM,9.113742166049189,Leaf_0mM
H6,582,Leaf,4,Top,0mM,9.184875342908283,Leaf_0mM
H7,559,Leaf,4,Top,0mM,9.12670447284319,Leaf_0mM
H8,595,Leaf,4,Top,0mM,9.216745858195306,Leaf_0mM
H9,897,Leaf,4,Bottom,0mM,9.80896417491926,Leaf_0mM
H10,834,Leaf,4,Bottom,0mM,9.703903573444663,Leaf_0mM
H11,814,Leaf,4,Bottom,0mM,9.668884984266247,Leaf_0mM
H12,866,Leaf,4,Bottom,0mM,9.758223214726724,Leaf_0mM
A1,376940,WT,1,Top,0mM,18.52397537301992,WT_0mM
A2,268784,WT,1,Top,0mM,18.036087735292774,WT_0mM
A3,400582,WT,1,Top,0mM,18.611738070090254,WT_0mM
A4,307829,WT,1,Top,0mM,18.231769626133396,WT_0mM
A5,570118,WT,1,Bottom,0mM,19.1209010259881,WT_0mM
A6,415447,WT,1,Bottom,0mM,18.66430491361228,WT_0mM
A7,468338,WT,1,Bottom,0mM,18.837190574586547,WT_0mM
A8,421321,WT,1,Bottom,0mM,18.68456030071155,WT_0mM
A9,448837,WT,2,Top,0mM,18.77583208424329,WT_0mM
A10,449269,WT,2,Top,0mM,18.7772199923649,WT_0mM
A11,467783,WT,2,Top,0mM,18.835479907180286,WT_0mM
A12,487377,WT,2,Top,0mM,18.894678644314478,WT_0mM
B1,182113,WT,2,Bottom,0mM,17.47447438613162,WT_0mM
B2,288587,WT,2,Bottom,0mM,18.13864678653912,WT_0mM
B3,197957,WT,2,Bottom,0mM,17.594827558156073,WT_0mM
B4,131386,WT,2,Bottom,0mM,17.003452030107468,WT_0mM
B5,489152,WT,3,Top,0mM,18.899923315016057,WT_0mM
B6,453507,WT,3,Top,0mM,18.790765293740435,WT_0mM
B7,491032,WT,3,Top,0mM,18.905457520844347,WT_0mM
B8,281714,WT,3,Top,0mM,18.103871735802098,WT_0mM
B9,512635,WT,3,Bottom,0mM,18.96757245599773,WT_0mM
B10,508276,WT,3,Bottom,0mM,18.955252585021654,WT_0mM
B11,607716,WT,3,Bottom,0mM,19.213037750221027,WT_0mM
B12,637861,WT,3,Bottom,0mM,19.282882546610455,WT_0mM
C1,474585,WT,4,Top,0mM,18.8563069770597,WT_0mM
C2,649278,WT,4,Top,0mM,19.308476800652944,WT_0mM
C3,532503,WT,4,Top,0mM,19.022430127611777,WT_0mM
C4,697512,WT,4,Top,0mM,19.411858511724972,WT_0mM
C5,560567,WT,4,Bottom,0mM,19.096527291340813,WT_0mM
C6,492765,WT,4,Bottom,0mM,18.910540262694386,WT_0mM
C7,450121,WT,4,Bottom,0mM,18.779953348400706,WT_0mM
C8,547600,WT,4,Bottom,0mM,19.062762921032625,WT_0mM
C9,441791,WT,5,Top,0mM,18.75300450338889,WT_0mM
C10,435009,WT,5,Top,0mM,18.730685723952316,WT_0mM
C11,401050,WT,5,Top,0mM,18.613422587065234,WT_0mM
C12,530996,WT,5,Top,0mM,19.018341467666055,WT_0mM
D1,450948,WT,5,Bottom,0mM,18.78260155654863,WT_0mM
D2,573818,WT,5,Bottom,0mM,19.13023369891047,WT_0mM
D3,483950,WT,5,Bottom,0mM,18.884498475493977,WT_0mM
D4,406313,WT,5,Bottom,0mM,18.632231998827358,WT_0mM
E1,136698,WT,1,Top,2mM,17.060632609764184,WT_2mM
E2,259258,WT,1,Top,2mM,17.98402898182538,WT_2mM
E3,188844,WT,1,Top,2mM,17.526835421266224,WT_2mM
E4,276579,WT,1,Top,2mM,18.07733209460561,WT_2mM
E5,194630,WT,1,Bottom,2mM,17.57037457672146,WT_2mM
E6,199785,WT,1,Bottom,2mM,17.608088743062726,WT_2mM
E7,223604,WT,1,Bottom,2mM,17.77058647088512,WT_2mM
E8,231338,WT,1,Bottom,2mM,17.81964273958382,WT_2mM
E9,127453,WT,2,Top,2mM,16.959605806480212,WT_2mM
E10,415460,WT,2,Top,2mM,18.664350057137447,WT_2mM
E11,153690,WT,2,Top,2mM,17.22966377206308,WT_2mM
E12,220549,WT,2,Top,2mM,17.75073969350076,WT_2mM
F1,221284,WT,2,Bottom,2mM,17.75553961488821,WT_2mM
F2,51724,WT,2,Bottom,2mM,15.658546227725854,WT_2mM
F3,134634,WT,2,Bottom,2mM,17.0386832635619,WT_2mM
F4,251873,WT,2,Bottom,2mM,17.94233695238893,WT_2mM
F5,250242,WT,3,Top,2mM,17.932964422639692,WT_2mM
F6,224823,WT,3,Top,2mM,17.778430109144136,WT_2mM
F7,198021,WT,3,Top,2mM,17.595293909738334,WT_2mM
F8,190576,WT,3,Top,2mM,17.540006920751285,WT_2mM
F9,265311,WT,3,Bottom,2mM,18.017324966499693,WT_2mM
F10,216843,WT,3,Bottom,2mM,17.726291346144688,WT_2mM
F11,254897,WT,3,Bottom,2mM,17.95955486815553,WT_2mM
F12,425044,WT,3,Bottom,2mM,18.697252669324975,WT_2mM
G1,382443,WT,4,Top,2mM,18.54488521637243,WT_2mM
G2,93183,WT,4,Top,2mM,16.507779157897208,WT_2mM
G3,285686,WT,4,Top,2mM,18.124070813387128,WT_2mM
G4,159812,WT,4,Top,2mM,17.286016216185168,WT_2mM
G5,140979,WT,4,Bottom,2mM,17.1051207515842,WT_2mM
G6,354584,WT,4,Bottom,2mM,18.435767912981817,WT_2mM
G7,398935,WT,4,Bottom,2mM,18.60579417623076,WT_2mM
G8,148608,WT,4,Bottom,2mM,17.181152256865566,WT_2mM
G9,227355,WT,5,Top,2mM,17.794587206673583,WT_2mM
G10,305495,WT,5,Top,2mM,18.22078924225746,WT_2mM
G11,246591,WT,5,Top,2mM,17.911760620113036,WT_2mM
G12,297298,WT,5,Top,2mM,18.181550232334953,WT_2mM
H1,297298,WT,5,Bottom,2mM,18.181550232334953,WT_2mM
H2,214602,WT,5,Bottom,2mM,17.711303995902338,WT_2mM
H3,249840,WT,5,Bottom,2mM,17.930644948907936,WT_2mM
H4,244100,WT,5,Bottom,2mM,17.89711276955588,WT_2mM
A1,903707,ΔvirD3,1,Top,0mM,19.78549557211592,ΔvirD3_0mM
A2,1076391,ΔvirD3,1,Top,0mM,20.037770802697146,ΔvirD3_0mM
A3,858808,ΔvirD3,1,Top,0mM,19.71197610474222,ΔvirD3_0mM
A4,907884,ΔvirD3,1,Top,0mM,19.792148451120866,ΔvirD3_0mM
A5,771867,ΔvirD3,1,Bottom,0mM,19.557992753315236,ΔvirD3_0mM
A6,925901,ΔvirD3,1,Bottom,0mM,19.82049841906217,ΔvirD3_0mM
A7,769574,ΔvirD3,1,Bottom,0mM,19.553700533024116,ΔvirD3_0mM
A8,625128,ΔvirD3,1,Bottom,0mM,19.253792097904533,ΔvirD3_0mM
A9,411214,ΔvirD3,2,Top,0mM,18.649529857127035,ΔvirD3_0mM
A10,485040,ΔvirD3,2,Top,0mM,18.887744201988255,ΔvirD3_0mM
A11,341086,ΔvirD3,2,Top,0mM,18.379776014656148,ΔvirD3_0mM
A12,454341,ΔvirD3,2,Top,0mM,18.79341597535801,ΔvirD3_0mM
B1,138305,ΔvirD3,2,Bottom,0mM,17.07749378815452,ΔvirD3_0mM
B2,251445,ΔvirD3,2,Bottom,0mM,17.939883340055044,ΔvirD3_0mM
B3,279719,ΔvirD3,2,Bottom,0mM,18.093618727088238,ΔvirD3_0mM
B4,185225,ΔvirD3,2,Bottom,0mM,17.498919308142348,ΔvirD3_0mM
B5,315287,ΔvirD3,3,Top,0mM,18.26630616008704,ΔvirD3_0mM
B6,428202,ΔvirD3,3,Top,0mM,18.707932008561315,ΔvirD3_0mM
B7,341410,ΔvirD3,3,Top,0mM,18.3811457903863,ΔvirD3_0mM
B8,401520,ΔvirD3,3,Top,0mM,18.615112325646873,ΔvirD3_0mM
B9,899096,ΔvirD3,3,Bottom,0mM,19.778115640598823,ΔvirD3_0mM
B10,599903,ΔvirD3,3,Bottom,0mM,19.19436972060444,ΔvirD3_0mM
B11,774801,ΔvirD3,3,Bottom,0mM,19.563466290399287,ΔvirD3_0mM
B12,691027,ΔvirD3,3,Bottom,0mM,19.398382555535306,ΔvirD3_0mM
C1,714318,ΔvirD3,4,Top,0mM,19.446206950496084,ΔvirD3_0mM
C2,636814,ΔvirD3,4,Top,0mM,19.28051252751145,ΔvirD3_0mM
C3,660586,ΔvirD3,4,Top,0mM,19.33338686890948,ΔvirD3_0mM
C4,680760,ΔvirD3,4,Top,0mM,19.376786744279435,ΔvirD3_0mM
C5,114494,ΔvirD3,4,Bottom,0mM,16.804912471038048,ΔvirD3_0mM
C6,269459,ΔvirD3,4,Bottom,0mM,18.039706248355145,ΔvirD3_0mM
C7,282819,ΔvirD3,4,Bottom,0mM,18.10951951921285,ΔvirD3_0mM
C8,261576,ΔvirD3,4,Bottom,0mM,17.996870651857797,ΔvirD3_0mM
C9,825092,ΔvirD3,5,Top,0mM,19.654195467181598,ΔvirD3_0mM
C10,1194676,ΔvirD3,5,Top,0mM,20.188187977009516,ΔvirD3_0mM
C11,1179061,ΔvirD3,5,Top,0mM,20.169206928965814,ΔvirD3_0mM
C12,764178,ΔvirD3,5,Top,0mM,19.543549198832356,ΔvirD3_0mM
D1,625315,ΔvirD3,5,Bottom,0mM,19.254223599339877,ΔvirD3_0mM
D2,603555,ΔvirD3,5,Bottom,0mM,19.20312571950454,ΔvirD3_0mM
D3,569245,ΔvirD3,5,Bottom,0mM,19.118690188849857,ΔvirD3_0mM
D4,613825,ΔvirD3,5,Bottom,0mM,19.227467879839665,ΔvirD3_0mM
E1,425461,ΔvirD3,1,Top,0.2mM,18.698667367369683,ΔvirD3_0.2mM
E2,509557,ΔvirD3,1,Top,0.2mM,18.958884012423106,ΔvirD3_0.2mM
E3,645491,ΔvirD3,1,Top,0.2mM,19.30003745479362,ΔvirD3_0.2mM
E4,545574,ΔvirD3,1,Top,0.2mM,19.05741536703049,ΔvirD3_0.2mM
E5,365242,ΔvirD3,1,Bottom,0.2mM,18.4784931480495,ΔvirD3_0.2mM
E6,488602,ΔvirD3,1,Bottom,0.2mM,18.898300243453722,ΔvirD3_0.2mM
E7,482640,ΔvirD3,1,Bottom,0.2mM,18.88058796191387,ΔvirD3_0.2mM
E8,378323,ΔvirD3,1,Bottom,0.2mM,18.52925896157556,ΔvirD3_0.2mM
E9,342627,ΔvirD3,2,Top,0.2mM,18.38627931888636,ΔvirD3_0.2mM
E10,418208,ΔvirD3,2,Top,0.2mM,18.673861134283808,ΔvirD3_0.2mM
E11,412258,ΔvirD3,2,Top,0.2mM,18.65318796433568,ΔvirD3_0.2mM
E12,281090,ΔvirD3,2,Top,0.2mM,18.1006726040461,ΔvirD3_0.2mM
F1,662477,ΔvirD3,2,Bottom,0.2mM,19.33751084211406,ΔvirD3_0.2mM
F2,594601,ΔvirD3,2,Bottom,0.2mM,19.18156236400902,ΔvirD3_0.2mM
F3,676639,ΔvirD3,2,Bottom,0.2mM,19.368026807768928,ΔvirD3_0.2mM
F4,511772,ΔvirD3,2,Bottom,0.2mM,18.96514169143867,ΔvirD3_0.2mM
F5,489645,ΔvirD3,3,Top,0.2mM,18.90137662702111,ΔvirD3_0.2mM
F6,668959,ΔvirD3,3,Top,0.2mM,19.351558266306114,ΔvirD3_0.2mM
F7,608019,ΔvirD3,3,Top,0.2mM,19.213756881621276,ΔvirD3_0.2mM
F8,723100,ΔvirD3,3,Top,0.2mM,19.463835650697387,ΔvirD3_0.2mM
F9,434178,ΔvirD3,3,Bottom,0.2mM,18.72792710021712,ΔvirD3_0.2mM
F10,493774,ΔvirD3,3,Bottom,0.2mM,18.91349134684581,ΔvirD3_0.2mM
F11,752891,ΔvirD3,3,Bottom,0.2mM,19.522081487883636,ΔvirD3_0.2mM
F12,571762,ΔvirD3,3,Bottom,0.2mM,19.125055214319612,ΔvirD3_0.2mM
G1,716315,ΔvirD3,4,Top,0.2mM,19.450234627570364,ΔvirD3_0.2mM
G2,806525,ΔvirD3,4,Top,0.2mM,19.621359727987628,ΔvirD3_0.2mM
G3,830874,ΔvirD3,4,Top,0.2mM,19.664270186862435,ΔvirD3_0.2mM
G4,555824,ΔvirD3,4,Top,0.2mM,19.08426860464538,ΔvirD3_0.2mM
G5,429791,ΔvirD3,4,Bottom,0.2mM,18.71327574689233,ΔvirD3_0.2mM
G6,554872,ΔvirD3,4,Bottom,0.2mM,19.081795477857742,ΔvirD3_0.2mM
G7,512062,ΔvirD3,4,Bottom,0.2mM,18.96595897543793,ΔvirD3_0.2mM
G8,644686,ΔvirD3,4,Bottom,0.2mM,19.29823712870096,ΔvirD3_0.2mM
G9,321337,ΔvirD3,5,Top,0.2mM,18.29372758236478,ΔvirD3_0.2mM
G10,511746,ΔvirD3,5,Top,0.2mM,18.965068395080287,ΔvirD3_0.2mM
G11,378749,ΔvirD3,5,Top,0.2mM,18.530882553921554,ΔvirD3_0.2mM
G12,517654,ΔvirD3,5,Top,0.2mM,18.981628596923027,ΔvirD3_0.2mM
H1,415520,ΔvirD3,5,Bottom,0.2mM,18.66455839356577,ΔvirD3_0.2mM
H2,356043,ΔvirD3,5,Bottom,0.2mM,18.44169196321419,ΔvirD3_0.2mM
H3,684740,ΔvirD3,5,Bottom,0.2mM,19.385196766282757,ΔvirD3_0.2mM
H4,568061,ΔvirD3,5,Bottom,0.2mM,19.1156863331672,ΔvirD3_0.2mM
A1,250009,ΔvirD3,1,Top,2mM,17.9316205054108,ΔvirD3_2mM
A2,357456,ΔvirD3,1,Top,2mM,18.44740614293345,ΔvirD3_2mM
A3,308045,ΔvirD3,1,Top,2mM,18.232781593326717,ΔvirD3_2mM
A4,351587,ΔvirD3,1,Top,2mM,18.423522201965163,ΔvirD3_2mM
A5,213680,ΔvirD3,1,Bottom,2mM,17.70509235552247,ΔvirD3_2mM
A6,164936,ΔvirD3,1,Bottom,2mM,17.33154679954939,ΔvirD3_2mM
A7,126958,ΔvirD3,1,Bottom,2mM,16.953991780778555,ΔvirD3_2mM
A8,118223,ΔvirD3,1,Bottom,2mM,16.851151210104486,ΔvirD3_2mM
A9,494592,ΔvirD3,2,Top,2mM,18.915879378835772,ΔvirD3_2mM
A10,450975,ΔvirD3,2,Top,2mM,18.78268793369195,ΔvirD3_2mM
A11,473678,ΔvirD3,2,Top,2mM,18.85354714186392,ΔvirD3_2mM
A12,520767,ΔvirD3,2,Top,2mM,18.990278505035675,ΔvirD3_2mM
B1,291448,ΔvirD3,2,Bottom,2mM,18.152878975926885,ΔvirD3_2mM
B2,477889,ΔvirD3,2,Bottom,2mM,18.866316034596853,ΔvirD3_2mM
B3,276979,ΔvirD3,2,Bottom,2mM,18.079417072572852,ΔvirD3_2mM
B4,358527,ΔvirD3,2,Bottom,2mM,18.45172224412923,ΔvirD3_2mM
B5,364040,ΔvirD3,3,Top,2mM,18.473737454067127,ΔvirD3_2mM
B6,218812,ΔvirD3,3,Top,2mM,17.73933233444006,ΔvirD3_2mM
B7,360797,ΔvirD3,3,Top,2mM,18.460827817178895,ΔvirD3_2mM
B8,219495,ΔvirD3,3,Top,2mM,17.743828550610367,ΔvirD3_2mM
B9,420128,ΔvirD3,3,Bottom,2mM,18.680469413831844,ΔvirD3_2mM
B10,343565,ΔvirD3,3,Bottom,2mM,18.390223546715433,ΔvirD3_2mM
B11,334418,ΔvirD3,3,Bottom,2mM,18.351292976795342,ΔvirD3_2mM
B12,371661,ΔvirD3,3,Bottom,2mM,18.503627782333652,ΔvirD3_2mM
C1,297875,ΔvirD3,4,Top,2mM,18.18434752085236,ΔvirD3_2mM
C2,396973,ΔvirD3,4,Top,2mM,18.598681360669644,ΔvirD3_2mM
C3,321269,ΔvirD3,4,Top,2mM,18.293422252930736,ΔvirD3_2mM
C4,252800,ΔvirD3,4,Top,2mM,17.947636937951827,ΔvirD3_2mM
C5,291701,ΔvirD3,4,Bottom,2mM,18.154130806482186,ΔvirD3_2mM
C6,344345,ΔvirD3,4,Bottom,2mM,18.39349520322325,ΔvirD3_2mM
C7,110172,ΔvirD3,4,Bottom,2mM,16.74939808678577,ΔvirD3_2mM
C8,253890,ΔvirD3,4,Bottom,2mM,17.953844046915247,ΔvirD3_2mM
C9,243111,ΔvirD3,5,Top,2mM,17.89125564664516,ΔvirD3_2mM
C10,211965,ΔvirD3,5,Top,2mM,17.69346653877692,ΔvirD3_2mM
C11,202898,ΔvirD3,5,Top,2mM,17.630395118711757,ΔvirD3_2mM
C12,197446,ΔvirD3,5,Top,2mM,17.591098615399837,ΔvirD3_2mM
D1,141240,ΔvirD3,5,Bottom,2mM,17.107789200646963,ΔvirD3_2mM
D2,358954,ΔvirD3,5,Bottom,2mM,18.453439448780472,ΔvirD3_2mM
D3,244894,ΔvirD3,5,Bottom,2mM,17.90179790217176,ΔvirD3_2mM
D4,252652,ΔvirD3,5,Bottom,2mM,17.94679207485047,ΔvirD3_2mM
E1,225606,ΔvirD4,1,Top,0mM,17.783445911212254,ΔvirD4_0mM
E2,222291,ΔvirD4,1,Top,0mM,17.762090012913212,ΔvirD4_0mM
E3,297194,ΔvirD4,1,Top,0mM,18.18104546427825,ΔvirD4_0mM
E4,44280,ΔvirD4,1,Top,0mM,15.434367601668914,ΔvirD4_0mM
E5,329069,ΔvirD4,1,Bottom,0mM,18.32803059797353,ΔvirD4_0mM
E6,396022,ΔvirD4,1,Bottom,0mM,18.595221052239893,ΔvirD4_0mM
E7,376727,ΔvirD4,1,Bottom,0mM,18.52315990928888,ΔvirD4_0mM
E8,298018,ΔvirD4,1,Bottom,0mM,18.185039945146006,ΔvirD4_0mM
E9,436558,ΔvirD4,2,Top,0mM,18.735813813866816,ΔvirD4_0mM
E10,433080,ΔvirD4,2,Top,0mM,18.72427402350575,ΔvirD4_0mM
E11,395742,ΔvirD4,2,Top,0mM,18.594200660738665,ΔvirD4_0mM
E12,380839,ΔvirD4,2,Top,0mM,18.538821700523762,ΔvirD4_0mM
F1,348218,ΔvirD4,2,Bottom,0mM,18.409631254793847,ΔvirD4_0mM
F2,159158,ΔvirD4,2,Bottom,0mM,17.280100149602646,ΔvirD4_0mM
F3,164592,ΔvirD4,2,Bottom,0mM,17.32853468965679,ΔvirD4_0mM
F4,427093,ΔvirD4,2,Bottom,0mM,18.70419072702224,ΔvirD4_0mM
F5,324170,ΔvirD4,3,Top,0mM,18.30639105864866,ΔvirD4_0mM
F6,22870,ΔvirD4,3,Top,0mM,14.481168745299035,ΔvirD4_0mM
F7,187126,ΔvirD4,3,Top,0mM,17.51365050049304,ΔvirD4_0mM
F8,170655,ΔvirD4,3,Top,0mM,17.380723158838606,ΔvirD4_0mM
F9,330963,ΔvirD4,3,Bottom,0mM,18.336310414429445,ΔvirD4_0mM
F10,441077,ΔvirD4,3,Bottom,0mM,18.750671007365096,ΔvirD4_0mM
F11,355076,ΔvirD4,3,Bottom,0mM,18.437768324654563,ΔvirD4_0mM
F12,348671,ΔvirD4,3,Bottom,0mM,18.411506850320745,ΔvirD4_0mM
G1,381256,ΔvirD4,4,Top,0mM,18.54040051652988,ΔvirD4_0mM
G2,12239,ΔvirD4,4,Top,0mM,13.579198065523011,ΔvirD4_0mM
G3,465742,ΔvirD4,4,Top,0mM,18.829171462799753,ΔvirD4_0mM
G4,402191,ΔvirD4,4,Top,0mM,18.6175212726374,ΔvirD4_0mM
G5,348671,ΔvirD4,4,Bottom,0mM,18.411506850320745,ΔvirD4_0mM
G6,423148,ΔvirD4,4,Bottom,0mM,18.690802822230218,ΔvirD4_0mM
G7,530315,ΔvirD4,4,Bottom,0mM,19.016490030231253,ΔvirD4_0mM
G8,23655,ΔvirD4,4,Bottom,0mM,14.529857540399028,ΔvirD4_0mM
G9,342191,ΔvirD4,5,Top,0mM,18.384442290295357,ΔvirD4_0mM
G10,229848,ΔvirD4,5,Top,0mM,17.81032058717567,ΔvirD4_0mM
G11,315999,ΔvirD4,5,Top,0mM,18.269560467341332,ΔvirD4_0mM
G12,210008,ΔvirD4,5,Top,0mM,17.680084761092463,ΔvirD4_0mM
H1,227749,ΔvirD4,5,Bottom,0mM,17.797085193894617,ΔvirD4_0mM
H2,307170,ΔvirD4,5,Bottom,0mM,18.22867779542854,ΔvirD4_0mM
H3,370837,ΔvirD4,5,Bottom,0mM,18.500425669461375,ΔvirD4_0mM
H4,122390,ΔvirD4,5,Bottom,0mM,16.901126160410374,ΔvirD4_0mM
A1,253114,ΔvirD4,1,Top,0.2mM,17.949427781063534,ΔvirD4_0.2mM
A2,369013,ΔvirD4,1,Top,0.2mM,18.49331211648174,ΔvirD4_0.2mM
A3,370601,ΔvirD4,1,Top,0.2mM,18.499507248659775,ΔvirD4_0.2mM
A4,298696,ΔvirD4,1,Top,0.2mM,18.188318392303785,ΔvirD4_0.2mM
A5,226834,ΔvirD4,1,Bottom,0.2mM,17.79127737554168,ΔvirD4_0.2mM
A6,286952,ΔvirD4,1,Bottom,0.2mM,18.130449904182736,ΔvirD4_0.2mM
A7,154581,ΔvirD4,1,Bottom,0.2mM,17.238003478755825,ΔvirD4_0.2mM
A8,113628,ΔvirD4,1,Bottom,0.2mM,16.793958859311527,ΔvirD4_0.2mM
