Plant,Promoter,Conc,Day,RFP,Norm_RFP,RFP_log
Arabidopsis,CuO,Medium,1,589,278,8.118941072723507
Arabidopsis,CuO,Medium,1,479,168,7.392317422778761
Arabidopsis,CuO,Medium,1,373,62,5.954196310386875
Arabidopsis,CuO,Medium,1,425,114,6.832890014164741
Arabidopsis,CuO,Medium,1,302,-9,
Arabidopsis,CuO,Medium,1,246,-65,
Arabidopsis,CuO,Medium,1,529,218,7.768184324776926
Arabidopsis,CuO,Medium,1,460,149,7.219168520462161
Arabidopsis,CuO,Medium,1,520,209,7.7073591320808825
Arabidopsis,CuO,Medium,1,362,51,5.672425341971495
Arabidopsis,CuO,Medium,1,276,-35,
Arabidopsis,CuO,Medium,1,218,-93,
Arabidopsis,CuO,High,1,641,330,8.366322214245816
Arabidopsis,CuO,High,1,571,260,8.022367813028454
Arabidopsis,CuO,High,1,338,27,4.754887502163468
Arabidopsis,CuO,High,1,898,587,9.197216693110052
Arabidopsis,CuO,High,1,433,122,6.930737337562887
Arabidopsis,CuO,High,1,426,115,6.845490050944375
Arabidopsis,CuO,High,1,315,4,2.0
Arabidopsis,CuO,High,1,521,210,7.714245517666122
Arabidopsis,CuO,High,1,519,208,7.700439718141092
Arabidopsis,CuO,High,1,303,-8,
Arabidopsis,CuO,High,1,524,213,7.734709620225838
Arabidopsis,CuO,High,1,698,387,8.59618975614441
Arabidopsis,LacI,None,3,708,397,8.632995197142957
Arabidopsis,LacI,None,3,489,178,7.475733430966398
Arabidopsis,LacI,None,3,609,298,8.219168520462162
Arabidopsis,LacI,None,3,385,74,6.20945336562895
Arabidopsis,LacI,None,3,787,476,8.894817763307943
Arabidopsis,LacI,None,3,348,37,5.20945336562895
Arabidopsis,LacI,None,3,1091,780,9.60733031374961
Arabidopsis,LacI,None,3,439,128,7.0
Arabidopsis,LacI,None,3,652,341,8.413627929024173
Arabidopsis,LacI,None,3,670,359,8.487840033823051
Arabidopsis,LacI,None,3,1121,810,9.661778097771988
Arabidopsis,LacI,None,3,644,333,8.379378367071261
Arabidopsis,LacI,Medium,3,2616,2305,11.1705510353167
Arabidopsis,LacI,Medium,3,1335,1024,10.0
Arabidopsis,LacI,Medium,3,2474,2163,11.078817949961978
Arabidopsis,LacI,Medium,3,2318,2007,10.970824901362617
Arabidopsis,LacI,Medium,3,1286,975,9.929258408636972
Arabidopsis,LacI,Medium,3,2292,1981,10.952013164889486
Arabidopsis,LacI,Medium,3,1085,774,9.59618975614441
Arabidopsis,LacI,Medium,3,1320,1009,9.978710459106358
Arabidopsis,LacI,Medium,3,741,430,8.74819284958946
Arabidopsis,LacI,Medium,3,1370,1059,10.048486873992337
Arabidopsis,LacI,Medium,3,1981,1670,10.705632387361415
Arabidopsis,LacI,Medium,3,1401,1090,10.090112419664289
Arabidopsis,LacI,High,3,3242,2931,11.51717725268954
Arabidopsis,LacI,High,3,1719,1408,10.459431618637296
Arabidopsis,LacI,High,3,450,139,7.118941072723508
Arabidopsis,LacI,High,3,867,556,9.118941072723507
Arabidopsis,LacI,High,3,377,66,6.044394119358453
Arabidopsis,LacI,High,3,2715,2404,11.231221180711186
Arabidopsis,LacI,High,3,832,521,9.025139562278508
Arabidopsis,LacI,High,3,4108,3797,11.890644283619089
Arabidopsis,LacI,High,3,649,338,8.400879436282183
Arabidopsis,LacI,High,3,1183,872,9.768184324776927
Arabidopsis,LacI,High,3,1103,792,9.62935662007961
Arabidopsis,LacI,High,3,1574,1263,10.302638923787553
Arabidopsis,TetR,None,3,515,204,7.672425341971495
Arabidopsis,TetR,None,3,251,-60,
Arabidopsis,TetR,None,3,299,-12,
Arabidopsis,TetR,None,3,373,62,5.954196310386875
Arabidopsis,TetR,None,3,463,152,7.247927513443585
Arabidopsis,TetR,None,3,411,100,6.643856189774724
Arabidopsis,TetR,None,3,1095,784,9.614709844115207
Arabidopsis,TetR,None,3,196,-115,
Arabidopsis,TetR,None,3,575,264,8.044394119358454
Arabidopsis,TetR,None,3,352,41,5.357552004618084
Arabidopsis,TetR,None,3,441,130,7.022367813028454
Arabidopsis,TetR,None,3,424,113,6.820178962415188
Arabidopsis,TetR,Medium,3,472,161,7.330916878114617
Arabidopsis,TetR,Medium,3,682,371,8.535275376620802
Arabidopsis,TetR,Medium,3,469,158,7.303780748177103
Arabidopsis,TetR,Medium,3,253,-58,
Arabidopsis,TetR,Medium,3,431,120,6.906890595608519
Arabidopsis,TetR,Medium,3,712,401,8.64745842645492
Arabidopsis,TetR,Medium,3,934,623,9.283088353024002
Arabidopsis,TetR,Medium,3,881,570,9.154818109052105
Arabidopsis,TetR,Medium,3,592,281,8.134426320220927
Arabidopsis,TetR,Medium,3,501,190,7.569855608330948
Arabidopsis,TetR,Medium,3,384,73,6.189824558880018
Arabidopsis,TetR,Medium,3,843,532,9.055282435501189
Arabidopsis,TetR,High,3,512,201,7.651051691178929
Arabidopsis,TetR,High,3,1186,875,9.77313920671969
Arabidopsis,TetR,High,3,909,598,9.224001674198105
Arabidopsis,TetR,High,3,466,155,7.2761244052742375
Arabidopsis,TetR,High,3,949,638,9.31741261376487
Arabidopsis,TetR,High,3,882,571,9.157346935362844
Arabidopsis,TetR,High,3,942,631,9.30149619498255
Arabidopsis,TetR,High,3,1046,735,9.521600439723727
Arabidopsis,TetR,High,3,1048,737,9.52552080909507
Arabidopsis,TetR,High,3,1059,748,9.546894459887637
Arabidopsis,TetR,High,3,923,612,9.257387842692651
Arabidopsis,TetR,High,3,2323,2012,10.974414589805527
Arabidopsis,NahR,None,3,5446,5135,12.326148561205557
Arabidopsis,NahR,None,3,5829,5518,12.429929741353273
Arabidopsis,NahR,None,3,3827,3516,11.779719355143405
Arabidopsis,NahR,None,3,3374,3063,11.580729651598958
Arabidopsis,NahR,None,3,3402,3091,11.593857938858223
Arabidopsis,NahR,None,3,2132,1821,10.830515206976838
Arabidopsis,NahR,None,3,2466,2155,11.07347215397646
Arabidopsis,NahR,None,3,4399,4088,11.997179480937621
Arabidopsis,NahR,None,3,3741,3430,11.743992861060175
Arabidopsis,NahR,None,3,1939,1628,10.668884984266247
Arabidopsis,NahR,None,3,2336,2025,10.98370619265935
Arabidopsis,NahR,None,3,4463,4152,12.019590728357882
Arabidopsis,NahR,Medium,3,1168,857,9.7431513941125
Arabidopsis,NahR,Medium,3,3531,3220,11.65284497300198
Arabidopsis,NahR,Medium,3,3544,3233,11.658657792126085
Arabidopsis,NahR,Medium,3,4546,4235,12.04814625421956
Arabidopsis,NahR,Medium,3,2720,2409,11.23421867823847
Arabidopsis,NahR,Medium,3,1292,981,9.938109326219239
Arabidopsis,NahR,Medium,3,3417,3106,11.600842114387302
Arabidopsis,NahR,Medium,3,4924,4613,12.171489577065655
Arabidopsis,NahR,Medium,3,5024,4713,12.202429966015352
Arabidopsis,NahR,Medium,3,3799,3488,11.768184324776927
Arabidopsis,NahR,Medium,3,913,602,9.233619676759702
Arabidopsis,NahR,Medium,3,2640,2329,11.185494924210866
Arabidopsis,NahR,High,3,1490,1179,10.203348002979762
Arabidopsis,NahR,High,3,598,287,8.164906926675688
Arabidopsis,NahR,High,3,2647,2336,11.189824558880018
Arabidopsis,NahR,High,3,2531,2220,11.116343961237469
Arabidopsis,NahR,High,3,2940,2629,11.360298426618046
Arabidopsis,NahR,High,3,3150,2839,11.471167133724391
Arabidopsis,NahR,High,3,3482,3171,11.630722162103838
Arabidopsis,NahR,High,3,256,-55,
Arabidopsis,NahR,High,3,3176,2865,11.484319423644267
Arabidopsis,NahR,High,3,6133,5822,12.507299124122765
Arabidopsis,NahR,High,3,2480,2169,11.082814337672273
Arabidopsis,NahR,High,3,1280,969,9.92035285541508
Arabidopsis,Jungle Express,None,3,386,75,6.22881869049588
Arabidopsis,Jungle Express,None,3,454,143,7.159871336778389
Arabidopsis,Jungle Express,None,3,341,30,4.906890595608519
Arabidopsis,Jungle Express,None,3,585,274,8.098032082960527
Arabidopsis,Jungle Express,None,3,462,151,7.2384047393250786
Arabidopsis,Jungle Express,None,3,403,92,6.523561956057013
Arabidopsis,Jungle Express,None,3,281,-30,
Arabidopsis,Jungle Express,None,3,373,62,5.954196310386875
Arabidopsis,Jungle Express,None,3,476,165,7.366322214245816
Arabidopsis,Jungle Express,None,3,371,60,5.906890595608519
Arabidopsis,Jungle Express,None,3,537,226,7.820178962415188
Arabidopsis,Jungle Express,None,3,505,194,7.599912842187128
Arabidopsis,Jungle Express,Medium,3,347,36,5.169925001442312
Arabidopsis,Jungle Express,Medium,3,374,63,5.977279923499917
Arabidopsis,Jungle Express,Medium,3,415,104,6.700439718141092
Arabidopsis,Jungle Express,Medium,3,792,481,8.909893083770042
Arabidopsis,Jungle Express,Medium,3,448,137,7.098032082960526
Arabidopsis,Jungle Express,Medium,3,512,201,7.651051691178929
Arabidopsis,Jungle Express,Medium,3,330,19,4.247927513443585
Arabidopsis,Jungle Express,Medium,3,322,11,3.4594316186372973
Arabidopsis,Jungle Express,Medium,3,446,135,7.076815597050831
Arabidopsis,Jungle Express,Medium,3,532,221,7.787902559391432
Arabidopsis,Jungle Express,Medium,3,511,200,7.643856189774724
Arabidopsis,Jungle Express,Medium,3,1082,771,9.590587049915035
Arabidopsis,Jungle Express,High,3,589,278,8.118941072723507
Arabidopsis,Jungle Express,High,3,396,85,6.409390936137702
Arabidopsis,Jungle Express,High,3,551,240,7.906890595608519
Arabidopsis,Jungle Express,High,3,573,262,8.03342300153745
Arabidopsis,Jungle Express,High,3,570,259,8.016808287686555
Arabidopsis,Jungle Express,High,3,465,154,7.266786540694901
Arabidopsis,Jungle Express,High,3,584,273,8.092757140919852
Arabidopsis,Jungle Express,High,3,1182,871,9.766528908598865
Arabidopsis,Jungle Express,High,3,569,258,8.011227255423254
Arabidopsis,Jungle Express,High,3,691,380,8.569855608330949
Arabidopsis,Jungle Express,High,3,843,532,9.055282435501189
Arabidopsis,Jungle Express,High,3,623,312,8.285402218862249
Arabidopsis,CuO,None,3,509,198,7.6293566200796095
Arabidopsis,CuO,None,3,286,-25,
Arabidopsis,CuO,None,3,1469,1158,10.177419537989236
Arabidopsis,CuO,None,3,354,43,5.426264754702098
Arabidopsis,CuO,None,3,414,103,6.6865005271832185
Arabidopsis,CuO,None,3,455,144,7.169925001442312
Arabidopsis,CuO,None,3,1172,861,9.749869427396844
Arabidopsis,CuO,None,3,480,169,7.400879436282184
Arabidopsis,CuO,None,3,411,100,6.643856189774724
Arabidopsis,CuO,None,3,247,-64,
Arabidopsis,CuO,None,3,520,209,7.7073591320808825
Arabidopsis,CuO,None,3,412,101,6.658211482751795
Arabidopsis,CuO,Medium,3,499,188,7.554588851677638
Arabidopsis,CuO,Medium,3,444,133,7.05528243550119
Arabidopsis,CuO,Medium,3,515,204,7.672425341971495
Arabidopsis,CuO,Medium,3,489,178,7.475733430966398
Arabidopsis,CuO,Medium,3,454,143,7.159871336778389
Arabidopsis,CuO,Medium,3,547,236,7.882643049361842
Arabidopsis,CuO,Medium,3,336,25,4.643856189774724
Arabidopsis,CuO,Medium,3,442,131,7.03342300153745
Arabidopsis,CuO,Medium,3,406,95,6.569855608330948
Arabidopsis,CuO,Medium,3,566,255,7.994353436858858
Arabidopsis,CuO,Medium,3,699,388,8.599912842187127
Arabidopsis,CuO,Medium,3,556,245,7.936637939002571
Arabidopsis,CuO,High,3,572,261,8.027905996569885
Arabidopsis,CuO,High,3,855,544,9.087462841250339
Arabidopsis,CuO,High,3,587,276,8.108524456778168
Arabidopsis,CuO,High,3,423,112,6.807354922057604
Arabidopsis,CuO,High,3,617,306,8.257387842692651
Arabidopsis,CuO,High,3,659,348,8.442943495848729
Arabidopsis,CuO,High,3,573,262,8.03342300153745
Arabidopsis,CuO,High,3,646,335,8.388017285345136
Arabidopsis,CuO,High,3,530,219,7.774787059601174
Arabidopsis,CuO,High,3,472,161,7.330916878114617
Arabidopsis,CuO,High,3,324,13,3.700439718141092
Arabidopsis,CuO,High,3,547,236,7.882643049361842
In vitro,LacI,High,3,11764,11764,13.522091068887065
In vitro,LacI,High,3,13199,13199,13.68814100991415
In vitro,LacI,High,3,11595,11595,13.501215199533366
In vitro,LacI,High,3,11961,11961,13.546050390718486
In vitro,LacI,High,3,12636,12636,13.625252221746873
In vitro,LacI,High,3,13283,13283,13.697293399452
In vitro,LacI,High,3,14251,14251,13.798775537031908
In vitro,LacI,High,3,12495,12495,13.609063280974066
In vitro,LacI,Medium,3,6514,6514,12.669328004395904
In vitro,LacI,Medium,3,6566,6566,12.680799034572981
In vitro,LacI,Medium,3,6475,6475,12.660664477461278
In vitro,LacI,Medium,3,6581,6581,12.684091106529095
In vitro,LacI,Medium,3,6709,6709,12.711882028352088
In vitro,LacI,Medium,3,6823,6823,12.736190500960927
In vitro,LacI,Medium,3,7041,7041,12.781564627244327
In vitro,LacI,Medium,3,6792,6792,12.729620743553038
In vitro,LacI,None,3,138,138,7.108524456778169
In vitro,LacI,None,3,150,150,7.22881869049588
In vitro,LacI,None,3,136,136,7.087462841250339
In vitro,LacI,None,3,139,139,7.118941072723508
In vitro,LacI,None,3,132,132,7.044394119358453
In vitro,LacI,None,3,124,124,6.954196310386875
In vitro,LacI,None,3,123,123,6.94251450533924
In vitro,LacI,None,3,135,135,7.076815597050831
In vitro,NahR,High,3,21829,21829,14.413958420639227
In vitro,NahR,High,3,20607,20607,14.330846869863196
In vitro,NahR,High,3,23335,23335,14.510207846851506
In vitro,NahR,High,3,21727,21727,14.40720136474911
In vitro,NahR,High,3,22027,22027,14.426985397972526
In vitro,NahR,High,3,22178,22178,14.436841649459382
In vitro,NahR,High,3,21732,21732,14.407533331671324
In vitro,NahR,High,3,21153,21153,14.368574665977194
In vitro,NahR,Medium,3,11902,11902,13.538916402464112
In vitro,NahR,Medium,3,12034,12034,13.554828641429854
In vitro,NahR,Medium,3,12218,12218,13.576720525080246
In vitro,NahR,Medium,3,12353,12353,13.592573831037898
In vitro,NahR,Medium,3,12437,12437,13.602350906249331
In vitro,NahR,Medium,3,11844,11844,13.531868775177553
In vitro,NahR,Medium,3,12680,12680,13.63026712502677
In vitro,NahR,Medium,3,12320,12320,13.588714635582264
In vitro,NahR,None,3,1267,1267,10.30720080914081
In vitro,NahR,None,3,1249,1249,10.286557761607957
In vitro,NahR,None,3,1289,1289,10.332036548361652
In vitro,NahR,None,3,1285,1285,10.32755264408124
In vitro,NahR,None,3,1163,1163,10.183635381473218
In vitro,NahR,None,3,1137,1137,10.151016538892248
In vitro,NahR,None,3,1377,1377,10.427312844134963
In vitro,NahR,None,3,1416,1416,10.467605550082997
In vitro,Jungle Express,High,3,11822,11822,13.529186505250891
In vitro,Jungle Express,High,3,12383,12383,13.596073254748063
In vitro,Jungle Express,High,3,12142,12142,13.567718457850754
In vitro,Jungle Express,High,3,12232,12232,13.578372691360805
In vitro,Jungle Express,High,3,12107,12107,13.56355380269006
In vitro,Jungle Express,High,3,12869,12869,13.651612331236072
In vitro,Jungle Express,High,3,11942,11942,13.543756853375895
In vitro,Jungle Express,Medium,3,7483,7483,12.869401059778095
In vitro,Jungle Express,Medium,3,7179,7179,12.809567182259656
In vitro,Jungle Express,Medium,3,7270,7270,12.827739648806956
In vitro,Jungle Express,Medium,3,7719,7719,12.914198242454956
In vitro,Jungle Express,Medium,3,7504,7504,12.873444112515376
In vitro,Jungle Express,Medium,3,7335,7335,12.840581250560753
In vitro,Jungle Express,Medium,3,7356,7356,12.844705764411938
In vitro,Jungle Express,Medium,3,7552,7552,12.88264304936184
In vitro,Jungle Express,None,3,155,155,7.2761244052742375
In vitro,Jungle Express,None,3,145,145,7.1799090900149345
In vitro,Jungle Express,None,3,154,154,7.266786540694901
In vitro,Jungle Express,None,3,154,154,7.266786540694901
In vitro,Jungle Express,None,3,158,158,7.303780748177103
In vitro,Jungle Express,None,3,165,165,7.366322214245816
In vitro,Jungle Express,None,3,154,154,7.266786540694901
In vitro,Jungle Express,None,3,157,157,7.294620748891627
In vitro,CuO,High,3,6515,6515,12.669549463455496
In vitro,CuO,High,3,6672,6672,12.703903573444663
In vitro,CuO,High,3,6746,6746,12.719816603018126
In vitro,CuO,High,3,6657,6657,12.700656452918167
In vitro,CuO,High,3,6721,6721,12.714460188456027
In vitro,CuO,High,3,6783,6783,12.727707777472686
In vitro,CuO,High,3,6819,6819,12.735344469539005
In vitro,CuO,High,3,6579,6579,12.68365259739475
In vitro,CuO,Medium,3,3434,3434,11.745674324002135
In vitro,CuO,Medium,3,3172,3172,11.63117705570398
In vitro,CuO,Medium,3,3209,3209,11.647908074281807
In vitro,CuO,Medium,3,3330,3330,11.701306461958625
In vitro,CuO,Medium,3,3430,3430,11.743992861060175
In vitro,CuO,Medium,3,3380,3380,11.722807531169547
In vitro,CuO,Medium,3,3457,3457,11.7553048882624
In vitro,CuO,Medium,3,3191,3191,11.639792893279312
In vitro,CuO,None,3,33,33,5.044394119358453
In vitro,CuO,None,3,32,32,5.0
In vitro,CuO,None,3,36,36,5.169925001442312
In vitro,CuO,None,3,42,42,5.392317422778761
In vitro,CuO,None,3,38,38,5.247927513443585
In vitro,CuO,None,3,41,41,5.357552004618084
In vitro,CuO,None,3,38,38,5.247927513443585
In vitro,CuO,None,3,41,41,5.357552004618084
In vitro,TetR,High,3,8210,8210,13.003166506665167
In vitro,TetR,High,3,7998,7998,12.965423565810129
In vitro,TetR,High,3,7832,7832,12.935165049603695
In vitro,TetR,High,3,8254,8254,13.010877723007034
In vitro,TetR,High,3,7927,7927,12.952559261056837
In vitro,TetR,High,3,8092,8092,12.982280604558284
In vitro,TetR,High,3,8188,8188,12.99929538702341
In vitro,TetR,High,3,8369,8369,13.03083953214138
In vitro,TetR,Medium,3,5133,5133,12.32558654521057
In vitro,TetR,Medium,3,4140,4140,12.015415052386688
In vitro,TetR,Medium,3,4759,4759,12.216442739160492
In vitro,TetR,Medium,3,5026,5026,12.295194955880655
In vitro,TetR,Medium,3,5247,5247,12.357277074642809
In vitro,TetR,Medium,3,4981,4981,12.282219695672588
In vitro,TetR,Medium,3,4689,4689,12.19506456372082
In vitro,TetR,Medium,3,4793,4793,12.226713224618962
In vitro,TetR,None,3,79,79,6.303780748177103
In vitro,TetR,None,3,77,77,6.266786540694901
In vitro,TetR,None,3,76,76,6.247927513443585
In vitro,TetR,None,3,77,77,6.266786540694901
In vitro,TetR,None,3,78,78,6.285402218862249
In vitro,TetR,None,3,81,81,6.339850002884624
In vitro,TetR,None,3,83,83,6.3750394313469245
In vitro,TetR,None,3,86,86,6.426264754702098
